-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/04/2021 
Location: Latitude  48.2083   Longitude 16.3731 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 372.75 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,QV2M,RH2M,PRECTOTCORR
2018,8,17,97.25,2.06,3.4,1.1,2.3,2.85,4.52,1.55,2.97,8.36,46.94,0.0
2018,8,18,97.51,1.19,2.55,0.12,2.43,1.66,4.23,0.15,4.08,8.97,46.5,0.0
2018,8,19,97.62,1.8,2.84,1.06,1.77,2.62,5.05,1.34,3.71,8.79,45.88,0.0
2018,8,20,97.37,2.1,3.15,0.91,2.23,3.55,7.26,1.13,6.12,9.09,45.88,0.19
2018,8,21,97.51,3.28,4.65,1.61,3.04,4.83,7.41,2.73,4.67,9.64,50.56,0.0
2018,8,22,97.51,2.31,2.92,1.14,1.77,3.72,6.62,1.22,5.4,9.89,54.19,0.0
2018,8,23,97.12,3.44,4.77,2.13,2.63,5.62,7.15,3.61,3.54,10.01,51.0,0.27
2018,8,24,96.81,1.88,2.65,0.82,1.83,2.92,5.99,1.15,4.84,11.17,66.12,10.93
2018,8,25,96.88,3.94,5.73,1.85,3.88,5.56,7.84,3.43,4.41,9.4,77.5,9.61
2018,8,26,97.1,4.86,7.02,2.29,4.73,7.0,9.09,4.38,4.72,7.08,72.69,11.93
2018,8,27,97.34,2.57,4.05,1.24,2.8,3.97,6.11,2.09,4.02,5.74,54.38,0.0
2018,8,28,97.53,2.63,3.41,0.91,2.49,4.23,6.97,1.39,5.58,8.24,56.0,0.01
2018,8,29,97.34,3.67,5.45,1.98,3.48,5.62,7.42,3.15,4.27,8.54,56.81,0.0
2018,8,30,97.36,4.1,6.08,2.2,3.88,6.0,7.87,3.56,4.3,10.07,69.5,3.97
2018,8,31,97.54,1.95,3.68,0.17,3.52,2.77,5.59,0.22,5.38,9.34,68.12,1.39
2018,9,1,97.46,2.1,3.48,0.71,2.77,3.21,4.06,1.01,3.05,11.23,85.5,44.19
2018,9,2,97.57,2.06,4.02,0.88,3.15,3.09,5.72,1.35,4.36,11.11,85.62,5.78
2018,9,3,97.14,2.15,3.08,1.23,1.84,3.23,4.12,2.49,1.63,11.6,90.0,24.61
2018,9,4,96.97,2.98,3.8,2.01,1.79,4.9,6.79,3.98,2.81,11.41,91.19,6.06
2018,9,5,97.25,3.66,5.25,1.74,3.5,5.46,7.02,2.77,4.24,9.64,72.0,0.25
2018,9,6,97.02,1.88,2.59,0.62,1.97,2.62,3.95,1.26,2.7,8.91,68.25,0.0
2018,9,7,96.97,1.82,4.55,0.19,4.37,2.77,7.45,0.23,7.22,9.22,68.62,0.16
2018,9,8,97.61,3.9,5.79,1.09,4.7,5.58,7.37,1.58,5.79,9.22,69.75,0.04
2018,9,9,97.86,1.77,2.43,0.37,2.06,2.41,3.95,0.53,3.41,8.18,63.44,0.0
2018,9,10,97.91,2.09,3.29,1.42,1.87,3.3,7.3,1.93,5.37,8.18,62.06,0.0
2018,9,11,98.0,3.36,4.97,2.51,2.47,6.02,7.38,4.19,3.19,9.89,66.44,0.0
2018,9,12,97.84,2.31,2.92,0.52,2.4,3.95,6.4,0.73,5.66,9.52,61.69,0.0
2018,9,13,97.37,1.34,2.38,0.02,2.36,2.21,4.07,0.09,3.98,9.46,60.06,0.12
2018,9,14,97.45,3.02,3.91,2.2,1.7,4.77,5.87,3.31,2.55,10.74,85.0,7.39
2018,9,15,97.82,2.98,3.89,1.88,2.02,4.63,5.8,3.2,2.6,9.52,77.44,0.11
2018,9,16,98.05,2.34,3.32,0.84,2.48,3.8,5.61,1.02,4.59,8.48,71.56,0.0
2018,9,17,97.81,1.97,3.4,0.23,3.17,3.68,7.37,0.55,6.81,10.01,74.94,0.01
2018,9,18,97.63,4.31,6.55,2.98,3.57,7.16,8.28,5.01,3.27,9.09,66.69,0.0
2018,9,19,97.71,1.52,2.8,0.41,2.38,2.73,6.05,0.54,5.51,9.83,71.12,0.21
2018,9,20,97.69,1.91,2.59,1.12,1.48,3.07,4.93,1.13,3.8,9.64,68.06,0.04
2018,9,21,97.11,3.89,6.21,2.38,3.84,6.2,7.91,4.33,3.59,10.07,68.56,0.79
2018,9,22,97.71,4.42,9.33,1.72,7.61,6.48,12.63,3.46,9.17,6.84,70.44,8.18
2018,9,23,97.15,4.01,7.99,1.73,6.26,5.91,12.14,3.18,8.96,8.61,78.88,3.77
2018,9,24,97.89,8.35,13.48,4.66,8.82,11.88,18.84,8.22,10.62,5.07,62.69,2.05
2018,9,25,99.02,5.12,7.46,2.09,5.37,7.72,9.7,3.44,6.26,4.09,63.31,0.28
2018,9,26,99.16,2.81,4.86,0.17,4.69,4.41,7.51,0.27,7.23,3.78,56.12,0.0
2018,9,27,98.5,2.48,3.88,0.38,3.51,4.62,7.46,0.19,7.27,4.94,56.12,0.0
2018,9,28,97.62,3.48,6.27,2.18,4.09,5.84,9.46,3.59,5.87,6.1,58.25,0.0
2018,9,29,98.15,4.67,6.59,2.03,4.56,6.66,8.15,3.48,4.66,4.58,61.12,0.02
2018,9,30,97.65,4.1,6.31,1.7,4.61,6.37,8.19,2.8,5.39,4.09,60.31,0.0
2018,10,1,96.82,3.16,4.91,0.61,4.3,5.09,7.48,0.86,6.62,5.49,71.0,0.87
2018,10,2,97.47,4.9,7.6,3.15,4.45,7.44,9.64,5.91,3.73,4.88,70.5,1.99
2018,10,3,97.72,5.63,8.61,3.08,5.53,9.15,11.62,6.73,4.88,5.86,70.81,0.22
2018,10,4,98.34,2.5,3.18,1.16,2.02,4.44,6.44,1.66,4.77,5.19,68.38,0.0
2018,10,5,98.07,4.8,7.28,2.85,4.43,7.72,9.3,5.7,3.6,5.07,63.38,0.0
2018,10,6,97.28,5.55,7.49,3.9,3.59,8.2,9.69,6.2,3.48,7.08,68.25,0.07
2018,10,7,97.08,2.31,3.5,1.05,2.45,4.17,6.66,1.94,4.72,9.09,82.69,0.47
2018,10,8,97.78,2.83,4.06,1.44,2.63,4.23,6.76,2.7,4.06,7.63,79.69,0.12
2018,10,9,97.99,2.28,3.7,0.53,3.16,3.66,5.32,1.01,4.32,7.51,78.25,0.01
2018,10,10,98.03,3.66,5.62,2.26,3.36,6.11,7.49,3.83,3.66,7.26,73.0,0.0
2018,10,11,97.88,4.34,6.9,3.16,3.73,7.39,8.95,5.04,3.92,6.9,69.12,0.0
2018,10,12,98.19,3.79,5.94,2.77,3.16,6.38,7.46,4.93,2.53,6.84,70.81,0.0
2018,10,13,98.26,3.79,5.95,2.58,3.37,6.31,7.55,3.84,3.71,6.35,68.19,0.0
2018,10,14,97.87,4.66,7.45,3.26,4.19,7.81,9.82,5.3,4.52,5.19,57.69,0.0
2018,10,15,97.7,4.23,6.46,3.06,3.4,7.07,8.26,5.78,2.48,5.19,59.12,0.0
2018,10,16,97.64,3.84,5.34,2.56,2.78,6.55,7.57,4.62,2.95,6.41,67.75,0.0
2018,10,17,97.61,2.76,4.41,1.55,2.86,4.72,5.9,1.84,4.06,7.26,78.31,0.12
2018,10,18,97.51,1.62,2.45,0.8,1.65,2.62,4.84,0.7,4.14,6.96,69.06,0.13
2018,10,19,97.78,3.26,4.51,2.42,2.09,5.25,5.84,4.44,1.41,6.77,79.88,0.04
2018,10,20,98.11,3.94,5.59,2.5,3.09,6.0,7.31,4.89,2.41,6.53,80.38,0.18
2018,10,21,98.2,4.77,6.7,2.86,3.84,7.01,8.39,4.81,3.58,4.94,77.25,0.71
2018,10,22,98.19,3.27,4.58,2.33,2.25,5.05,8.0,3.63,4.37,5.19,78.44,0.02
2018,10,23,97.6,6.42,10.62,2.75,7.86,9.72,15.4,4.5,10.9,5.43,72.81,0.3
2018,10,24,96.84,9.11,11.33,4.73,6.59,13.16,16.08,8.41,7.66,5.49,74.75,13.45
2018,10,25,97.09,6.15,9.12,3.67,5.45,9.79,12.46,7.34,5.12,6.59,80.5,1.15
2018,10,26,96.68,3.11,3.98,2.23,1.76,5.62,8.13,3.48,4.66,6.47,80.25,0.0
2018,10,27,96.34,2.91,3.83,2.01,1.81,4.41,5.01,3.38,1.63,6.35,92.88,9.59
2018,10,28,96.14,3.81,5.8,1.45,4.35,5.84,9.77,2.0,7.77,8.24,93.75,1.95
2018,10,29,96.05,6.24,10.52,3.24,7.28,9.13,15.12,5.75,9.36,9.52,89.94,0.71
2018,10,30,96.24,8.31,11.57,2.66,8.91,12.12,16.58,5.73,10.85,7.32,73.88,1.55
2018,10,31,97.55,3.95,6.98,1.53,5.44,6.42,9.31,1.99,7.32,6.04,78.75,0.0
2018,11,1,97.47,5.55,7.26,3.98,3.27,8.38,9.74,6.84,2.89,6.71,79.0,0.15
2018,11,2,97.71,2.3,3.77,0.47,3.3,4.23,6.62,0.45,6.18,8.3,90.06,3.42
2018,11,3,98.04,2.14,4.27,0.34,3.93,3.4,5.24,0.55,4.7,7.87,90.56,0.64
2018,11,4,97.63,2.62,4.83,0.74,4.09,4.3,6.9,1.2,5.7,7.02,85.19,0.08
2018,11,5,97.4,4.15,5.38,3.08,2.31,6.6,7.88,5.03,2.84,6.1,80.94,0.0
2018,11,6,97.28,5.56,7.73,4.44,3.29,8.26,9.97,6.84,3.12,6.71,83.88,0.0
2018,11,7,97.21,5.2,7.02,3.98,3.02,7.21,8.88,6.05,2.84,7.08,88.56,0.03
2018,11,8,97.63,1.98,3.78,0.53,3.25,2.88,5.66,0.84,4.82,6.77,90.06,0.06
2018,11,9,97.42,3.62,5.23,2.11,3.12,5.62,6.62,3.84,2.79,6.71,91.19,0.03
2018,11,10,97.0,4.26,4.99,3.78,1.21,5.65,7.08,4.91,2.18,6.35,90.12,0.07
2018,11,11,97.28,1.64,3.63,0.5,3.13,2.46,4.78,0.15,4.63,6.1,89.19,0.05
2018,11,12,97.75,2.21,4.02,1.01,3.02,3.32,5.98,1.3,4.68,6.65,91.62,0.11
2018,11,13,98.11,2.73,4.24,1.21,3.03,4.38,7.91,1.37,6.54,6.29,90.5,0.12
2018,11,14,98.55,3.03,4.03,1.18,2.86,4.83,7.69,1.71,5.98,5.19,83.62,0.01
2018,11,15,98.45,1.59,2.27,1.0,1.27,2.26,3.67,1.23,2.44,4.39,86.12,0.0
2018,11,16,98.67,1.94,3.3,0.65,2.65,2.81,4.34,0.75,3.59,3.85,84.25,0.03
2018,11,17,98.7,2.17,3.33,0.56,2.77,3.3,4.63,0.79,3.84,2.99,79.88,0.01
2018,11,18,98.0,2.21,3.5,1.34,2.16,3.49,4.98,1.52,3.45,2.87,82.31,0.71
2018,11,19,97.17,2.52,3.51,1.81,1.7,3.74,5.72,2.49,3.22,3.23,90.38,2.77
2018,11,20,96.89,3.43,4.91,2.03,2.88,5.01,6.46,3.78,2.68,3.54,95.56,4.32
2018,11,21,97.17,1.76,2.54,1.19,1.34,2.95,3.63,2.02,1.61,4.39,97.31,0.36
2018,11,22,97.66,1.79,2.54,1.21,1.32,3.13,5.07,1.9,3.17,4.52,96.75,0.38
2018,11,23,97.78,3.98,5.95,2.3,3.65,5.7,8.11,3.75,4.36,4.46,95.25,0.12
2018,11,24,97.1,4.17,6.36,1.77,4.59,5.91,8.55,3.45,5.09,5.07,97.0,0.54
2018,11,25,96.72,1.75,2.52,0.82,1.7,2.7,4.45,1.5,2.95,4.82,97.25,5.53
2018,11,26,95.98,4.49,5.95,2.8,3.14,6.12,7.85,4.7,3.14,4.39,96.06,22.22
2018,11,27,96.98,6.91,7.72,6.01,1.71,9.35,9.93,7.84,2.09,2.81,82.75,4.11
2018,11,28,98.12,4.59,6.61,1.35,5.26,6.95,9.32,2.0,7.32,2.56,87.31,0.05
2018,11,29,98.41,4.64,7.88,0.3,7.59,6.7,11.15,0.34,10.8,2.08,86.06,0.04
2018,11,30,97.7,7.13,9.34,4.82,4.52,9.64,11.94,6.45,5.49,2.08,78.38,0.76
2018,12,1,97.44,1.97,4.2,0.38,3.82,2.88,5.7,0.63,5.07,3.11,92.31,1.78
2018,12,2,96.9,4.16,5.73,2.57,3.16,5.88,7.47,4.62,2.85,3.6,97.0,2.2
2018,12,3,96.5,2.81,3.73,2.01,1.73,5.28,7.59,3.4,4.2,5.19,99.06,7.14
2018,12,4,97.04,4.66,6.58,3.62,2.95,8.59,11.1,6.77,4.33,5.25,95.62,2.95
2018,12,5,98.33,2.58,4.06,1.49,2.57,4.51,8.11,2.16,5.94,3.42,89.31,0.03
2018,12,6,97.81,3.64,5.6,2.12,3.48,5.71,7.24,4.08,3.16,3.72,93.75,0.44
2018,12,7,97.06,2.62,3.75,1.09,2.66,4.52,7.0,1.55,5.45,5.74,96.12,0.31
2018,12,8,96.56,5.31,7.97,0.7,7.27,8.9,12.38,1.1,11.27,4.7,84.94,4.33
2018,12,9,95.91,5.65,8.2,3.52,4.68,9.29,11.61,7.15,4.46,4.58,85.81,2.46
2018,12,10,96.73,6.5,8.86,4.38,4.48,10.07,11.98,8.16,3.82,4.03,82.75,1.29
2018,12,11,97.0,6.98,8.77,4.09,4.68,10.46,12.43,8.06,4.37,3.66,83.94,3.96
2018,12,12,97.4,3.55,5.4,1.91,3.49,5.77,8.38,3.6,4.77,3.66,93.56,5.13
2018,12,13,97.56,1.71,2.47,0.84,1.64,2.38,3.48,0.8,2.68,2.87,95.62,0.37
2018,12,14,97.66,2.31,3.02,1.86,1.16,3.23,4.03,2.69,1.34,2.81,93.06,1.02
2018,12,15,97.66,4.92,6.45,3.26,3.19,6.81,8.41,4.43,3.98,2.69,87.44,3.05
2018,12,16,97.28,2.97,4.62,0.26,4.36,4.48,7.16,0.3,6.87,2.38,86.25,0.04
2018,12,17,97.71,1.96,3.25,0.24,3.01,3.29,6.51,0.28,6.22,3.05,95.81,0.05
2018,12,18,98.27,2.44,3.23,0.64,2.6,4.24,6.14,0.8,5.34,3.6,95.5,0.06
2018,12,19,97.77,6.24,8.32,3.42,4.89,8.34,10.66,5.38,5.27,3.11,92.0,0.03
2018,12,20,97.54,3.34,6.69,1.59,5.09,4.8,8.72,2.41,6.31,3.17,95.5,0.97
2018,12,21,97.33,3.85,4.88,2.91,1.97,6.89,9.69,5.66,4.03,3.85,93.5,1.9
2018,12,22,96.91,6.61,8.93,4.34,4.59,11.77,14.23,8.89,5.34,5.43,92.94,2.03
2018,12,23,97.49,4.61,6.09,2.81,3.27,8.01,10.95,5.77,5.19,4.94,93.12,8.13
2018,12,24,97.23,6.71,9.95,2.77,7.18,9.88,13.09,5.39,7.7,4.15,89.62,12.32
2018,12,25,98.37,7.32,8.93,5.68,3.25,10.6,11.84,9.09,2.76,3.23,85.81,0.79
2018,12,26,98.33,6.18,7.18,4.97,2.21,9.19,10.05,7.77,2.29,3.36,82.25,0.12
2018,12,27,98.12,4.13,6.3,2.13,4.17,6.38,9.1,3.88,5.22,4.33,89.56,0.07
2018,12,28,97.94,4.88,6.63,3.27,3.37,7.93,9.2,6.57,2.63,3.85,84.38,0.09
2018,12,29,98.28,5.41,6.06,3.65,2.41,8.12,9.27,6.73,2.55,3.42,84.38,0.27
2018,12,30,97.84,6.45,8.62,3.16,5.47,9.64,12.32,6.17,6.14,3.91,87.88,4.7
2018,12,31,98.36,5.45,8.05,2.66,5.39,8.39,11.66,5.04,6.62,3.91,90.38,1.71
2019,1,1,97.86,5.32,8.61,2.5,6.12,8.5,12.85,4.88,7.97,4.15,91.94,0.8
2019,1,2,97.32,9.53,11.41,7.98,3.42,13.21,15.71,11.37,4.34,3.23,79.69,2.94
2019,1,3,98.1,8.16,9.82,5.65,4.16,11.18,12.95,8.41,4.54,2.44,79.69,2.45
2019,1,4,98.25,6.18,7.39,4.38,3.02,8.69,10.09,6.58,3.51,2.5,82.31,2.49
2019,1,5,97.26,8.29,10.58,6.61,3.97,11.57,14.02,9.74,4.27,3.72,91.12,9.68
2019,1,6,97.68,7.25,8.5,4.68,3.82,10.16,11.27,7.04,4.24,3.36,89.81,2.9
2019,1,7,98.19,2.09,4.05,0.35,3.69,3.34,6.45,0.5,5.95,2.75,89.75,1.98
2019,1,8,96.69,5.34,8.78,3.12,5.66,8.67,13.22,5.62,7.59,3.66,92.0,4.94
2019,1,9,95.9,4.88,7.08,4.04,3.04,8.12,11.34,6.59,4.76,3.6,91.31,3.26
2019,1,10,96.9,5.02,6.48,3.36,3.12,7.31,9.28,5.48,3.8,3.11,92.44,3.25
2019,1,11,97.46,6.31,8.0,4.75,3.25,9.16,11.3,8.15,3.16,2.44,87.06,1.1
2019,1,12,97.0,7.75,9.3,5.83,3.48,11.48,12.98,10.19,2.8,3.48,88.44,1.29
2019,1,13,95.97,6.63,9.2,4.59,4.61,10.52,13.78,8.76,5.02,4.03,89.0,6.16
2019,1,14,95.66,9.09,11.55,5.74,5.8,13.01,15.42,9.26,6.17,3.78,83.44,2.01
2019,1,15,96.89,9.21,10.84,5.77,5.07,13.12,15.08,9.4,5.68,3.23,82.62,0.5
2019,1,16,96.85,6.1,10.77,2.19,8.59,8.95,15.17,4.2,10.97,3.66,83.06,0.01
2019,1,17,96.39,3.14,4.91,2.29,2.62,5.55,9.05,3.57,5.48,3.48,71.62,0.06
2019,1,18,97.07,4.07,7.2,2.05,5.16,6.82,9.34,3.55,5.8,3.23,88.81,0.7
2019,1,19,97.48,2.07,3.38,0.57,2.8,3.22,5.22,0.7,4.52,2.5,91.5,0.02
2019,1,20,97.14,1.89,3.05,0.86,2.19,2.76,4.53,0.83,3.7,2.87,90.88,0.05
2019,1,21,97.51,1.67,2.66,0.7,1.96,2.4,3.87,0.91,2.95,2.14,80.19,0.01
2019,1,22,96.8,1.41,2.34,0.2,2.13,2.11,3.59,0.13,3.45,2.08,90.75,0.07
2019,1,23,95.75,1.91,2.77,1.35,1.42,2.57,3.3,1.97,1.34,2.2,96.12,1.39
2019,1,24,96.13,4.78,7.3,1.5,5.8,6.45,9.09,2.45,6.65,2.32,89.56,0.21
2019,1,25,96.68,6.08,7.91,4.66,3.24,8.52,10.01,6.84,3.16,2.2,82.12,0.09
2019,1,26,96.38,5.17,6.02,3.94,2.09,8.68,10.38,7.05,3.31,3.17,88.31,3.23
2019,1,27,95.48,3.22,4.44,2.35,2.09,5.38,8.02,4.32,3.7,3.6,92.94,0.46
2019,1,28,95.18,4.29,5.98,2.59,3.38,7.23,9.03,4.95,4.09,3.66,92.25,5.79
2019,1,29,96.09,3.91,6.1,0.84,5.27,6.26,9.8,1.18,8.62,3.05,85.69,0.07
2019,1,30,95.74,3.71,6.3,2.23,4.07,5.76,8.02,3.57,4.45,2.87,93.62,0.03
2019,1,31,95.8,2.91,4.95,0.98,3.96,4.21,7.0,1.38,5.62,2.93,90.44,0.06
2019,2,1,95.48,6.48,7.58,4.98,2.6,8.54,10.38,6.55,3.84,3.85,96.25,0.65
2019,2,2,95.38,4.95,7.06,0.94,6.12,7.42,9.92,1.38,8.55,5.31,98.38,2.37
2019,2,3,96.11,4.74,9.09,1.08,8.02,6.95,12.46,1.62,10.84,4.39,90.31,1.61
2019,2,4,98.22,5.22,8.16,1.73,6.42,7.4,11.48,2.74,8.74,2.93,84.0,0.48
2019,2,5,98.33,2.15,4.57,0.33,4.24,3.35,7.03,0.5,6.52,2.87,88.75,0.0
2019,2,6,98.3,3.26,4.99,0.25,4.74,4.32,6.98,0.35,6.63,2.75,83.5,0.0
2019,2,7,97.47,4.34,6.8,2.09,4.7,6.67,8.29,3.74,4.54,3.11,86.75,0.01
2019,2,8,97.56,2.91,3.88,0.52,3.37,5.06,7.45,0.87,6.58,3.91,88.62,0.11
2019,2,9,97.18,3.64,4.94,1.77,3.16,6.02,8.23,3.04,5.2,3.91,86.56,0.01
2019,2,10,96.5,5.12,7.78,3.09,4.7,7.94,10.64,5.14,5.5,4.46,86.38,1.4
2019,2,11,96.42,8.24,10.92,4.65,6.27,11.91,14.08,8.34,5.74,3.91,82.31,0.64
2019,2,12,97.97,9.16,11.98,5.97,6.02,12.72,15.53,9.51,6.02,3.23,80.19,0.53
2019,2,13,98.89,5.98,8.34,4.77,3.56,9.02,10.63,7.8,2.82,3.42,81.56,0.12
2019,2,14,98.99,4.75,5.95,3.0,2.95,7.62,8.62,6.04,2.58,3.72,79.5,0.0
2019,2,15,98.89,3.73,5.16,1.64,3.52,5.89,8.7,2.55,6.16,3.6,78.88,0.04
2019,2,16,98.55,1.8,3.38,0.65,2.73,2.7,5.95,0.8,5.16,3.3,62.19,0.03
2019,2,17,98.22,1.7,2.41,0.42,1.98,2.48,3.77,0.7,3.07,3.36,59.88,0.01
2019,2,18,97.8,2.41,3.91,0.41,3.52,4.13,8.29,0.66,7.63,4.03,78.5,0.02
2019,2,19,97.46,3.84,5.25,2.39,2.86,6.48,8.36,4.02,4.34,4.03,79.5,0.01
2019,2,20,97.88,3.88,4.96,2.58,2.38,6.24,7.96,5.15,2.82,4.33,84.0,0.17
2019,2,21,98.11,3.92,5.81,3.02,2.79,6.41,8.45,4.31,4.13,4.88,86.25,0.97
2019,2,22,98.39,7.65,10.62,5.37,5.25,10.67,13.23,7.91,5.32,3.72,77.88,5.51
2019,2,23,99.55,4.31,5.54,2.86,2.68,6.05,7.79,4.8,2.99,1.77,68.31,0.0
2019,2,24,99.32,3.22,4.42,2.34,2.08,5.12,8.6,3.45,5.16,2.2,68.38,0.03
2019,2,25,99.01,4.61,5.92,2.82,3.09,7.8,9.86,5.53,4.33,3.85,76.69,0.08
2019,2,26,98.43,7.2,9.55,5.52,4.04,10.54,12.48,9.27,3.22,4.39,74.5,0.0
2019,2,27,98.17,4.47,5.75,1.91,3.84,6.91,9.18,3.23,5.95,3.91,74.62,0.0
2019,2,28,96.93,6.68,9.96,4.34,5.62,10.85,13.52,8.63,4.88,4.64,63.94,0.01
2019,3,1,96.71,6.55,8.64,4.96,3.68,9.72,10.98,8.49,2.49,5.55,83.44,0.99
2019,3,2,97.14,3.77,6.03,2.22,3.81,5.82,9.16,4.2,4.95,4.64,87.81,4.32
2019,3,3,97.06,4.05,6.63,2.43,4.2,6.39,8.53,4.33,4.2,4.94,80.56,0.14
2019,3,4,96.04,5.41,8.25,2.99,5.26,8.23,12.63,5.16,7.48,4.88,63.31,0.31
2019,3,5,96.55,6.49,9.62,3.23,6.4,9.78,13.96,6.44,7.52,4.33,72.56,0.63
2019,3,6,96.96,4.88,7.76,1.48,6.27,7.41,10.46,1.76,8.7,4.7,80.06,0.03
2019,3,7,96.21,5.43,9.14,2.77,6.37,8.72,12.12,5.64,6.48,5.86,78.0,0.09
2019,3,8,97.11,3.45,5.68,2.1,3.58,5.62,7.34,3.73,3.61,5.31,78.44,1.21
2019,3,9,97.27,5.17,8.58,2.88,5.7,8.27,13.44,5.84,7.6,5.13,78.5,0.37
2019,3,10,96.61,7.15,12.62,2.12,10.5,10.9,18.28,3.55,14.74,6.04,78.31,3.88
2019,3,11,96.95,8.37,12.67,5.47,7.2,11.95,18.24,8.77,9.47,3.54,67.0,0.61
2019,3,12,97.52,5.48,7.63,1.4,6.23,7.78,10.79,2.1,8.68,3.42,72.75,0.63
2019,3,13,96.76,4.08,6.88,1.98,4.9,6.54,9.64,3.59,6.05,3.97,77.31,0.71
2019,3,14,96.4,5.18,8.33,2.65,5.69,8.07,10.79,4.84,5.95,4.03,75.44,1.51
2019,3,15,96.22,7.05,9.3,4.41,4.9,10.3,12.55,6.65,5.9,4.82,79.06,4.04
2019,3,16,96.59,5.75,9.95,2.68,7.27,8.96,14.8,5.25,9.55,6.29,88.38,6.3
2019,3,17,96.25,4.66,12.12,2.54,9.58,7.33,16.5,3.55,12.95,5.68,67.56,0.06
2019,3,18,97.16,5.48,10.53,3.0,7.53,8.06,14.02,6.03,7.99,4.03,74.19,0.45
2019,3,19,98.04,3.7,4.39,2.59,1.8,6.02,7.64,5.03,2.6,3.54,75.75,0.08
2019,3,20,98.79,3.13,4.44,1.73,2.7,4.68,6.28,2.52,3.77,3.11,69.69,0.01
2019,3,21,98.97,1.9,2.65,1.02,1.62,2.67,4.15,1.03,3.12,3.17,59.94,0.0
2019,3,22,98.68,1.47,2.98,0.22,2.77,1.92,3.44,0.34,3.1,4.46,59.12,0.0
2019,3,23,98.26,1.38,2.58,0.05,2.52,1.88,3.99,0.23,3.75,5.68,72.38,0.01
2019,3,24,97.7,2.18,3.36,0.18,3.18,3.68,6.91,0.15,6.77,5.98,75.5,0.0
2019,3,25,97.12,5.73,9.41,3.15,6.27,8.22,12.41,4.9,7.51,4.88,77.25,1.01
2019,3,26,97.86,6.04,7.68,4.7,2.98,8.62,9.91,7.04,2.88,3.72,71.06,0.22
2019,3,27,98.37,4.36,5.52,2.76,2.76,6.62,8.84,5.37,3.48,3.91,74.88,0.65
2019,3,28,98.65,3.71,4.91,2.69,2.23,6.16,7.09,5.16,1.93,4.76,80.69,0.35
2019,3,29,98.68,1.67,2.51,0.15,2.36,2.41,5.27,0.24,5.02,4.64,72.19,0.05
2019,3,30,98.02,2.05,3.3,0.26,3.05,3.13,6.3,0.35,5.95,4.46,61.38,0.0
2019,3,31,97.53,3.31,4.42,2.09,2.34,5.2,7.97,3.51,4.46,5.13,66.88,0.0
2019,4,1,97.65,3.54,4.61,1.03,3.59,5.28,7.24,1.58,5.67,4.76,70.44,0.0
2019,4,2,97.16,4.7,7.26,1.19,6.07,7.21,9.1,1.91,7.19,4.64,64.06,0.0
2019,4,3,96.4,5.61,7.87,3.66,4.21,8.51,10.55,6.38,4.18,6.04,71.62,0.03
2019,4,4,95.97,6.77,10.04,3.42,6.62,9.96,12.93,7.46,5.47,6.23,74.56,0.03
2019,4,5,96.09,3.81,7.37,0.97,6.41,5.69,9.53,1.78,7.75,6.53,84.44,5.33
2019,4,6,96.28,3.17,3.96,2.26,1.71,4.65,6.25,3.82,2.42,5.31,74.88,0.36
2019,4,7,96.23,3.86,6.14,1.94,4.2,5.95,7.68,3.27,4.41,5.92,78.06,0.0
2019,4,8,96.34,3.06,4.32,1.01,3.31,4.63,7.53,1.52,6.02,6.71,76.81,0.16
2019,4,9,96.39,4.62,6.17,2.89,3.29,6.8,7.75,5.43,2.32,6.1,69.81,0.01
2019,4,10,96.57,4.45,5.79,3.05,2.73,5.77,8.15,4.46,3.69,5.68,87.62,3.33
2019,4,11,97.03,7.07,8.21,5.56,2.64,9.27,10.49,7.23,3.27,4.52,78.06,2.84
2019,4,12,97.35,6.66,7.76,5.34,2.42,8.73,9.63,7.77,1.86,3.78,71.5,0.39
2019,4,13,97.39,5.11,6.45,3.47,2.98,6.8,7.88,5.64,2.23,3.91,77.75,0.45
2019,4,14,97.34,3.4,4.18,2.14,2.04,4.73,5.76,3.28,2.48,4.88,89.31,3.18
