-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/04/2021 
Location: Latitude  39.1467   Longitude 117.2056 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2.03 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M           MERRA-2 Temperature at 2 Meters (C) 
T2MDEW        MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET        MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS            MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE     MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX       MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN       MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
2018,7,3,27.3,19.9,23.6,29.32,7.97,31.94,23.97
2018,7,4,29.3,20.21,24.76,31.17,12.2,35.9,23.7
2018,7,5,30.19,19.28,24.73,31.87,11.07,36.14,25.07
2018,7,6,27.58,20.5,24.05,29.69,9.26,32.64,23.38
2018,7,7,26.76,21.3,24.03,28.64,8.96,32.47,23.5
2018,7,8,25.74,22.9,24.32,25.88,3.99,28.08,24.08
2018,7,9,25.06,21.23,23.15,26.17,7.29,28.97,21.68
2018,7,10,24.24,19.23,21.73,26.29,7.75,28.87,21.12
2018,7,11,23.69,20.89,22.29,24.5,4.43,25.9,21.48
2018,7,12,27.2,23.51,25.36,28.19,7.36,31.7,24.34
2018,7,13,27.87,25.23,26.55,28.02,4.8,30.44,25.65
2018,7,14,26.99,24.4,25.69,27.57,5.43,30.32,24.89
2018,7,15,29.06,25.38,27.22,29.7,8.42,33.12,24.69
2018,7,16,30.95,25.99,28.48,31.12,7.99,35.32,27.33
2018,7,17,28.23,25.5,26.86,28.41,6.12,32.16,26.04
2018,7,18,29.19,25.67,27.43,29.1,6.02,32.25,26.23
2018,7,19,29.5,25.38,27.44,29.67,6.56,33.43,26.87
2018,7,20,30.86,25.12,27.99,31.12,8.89,35.44,26.55
2018,7,21,30.91,24.54,27.73,31.52,8.52,35.87,27.35
2018,7,22,30.19,23.26,26.73,31.12,7.78,34.37,26.58
2018,7,23,29.22,23.13,26.17,30.55,8.48,34.08,25.59
2018,7,24,28.32,25.42,26.87,28.64,5.67,31.52,25.85
2018,7,25,30.42,26.08,28.25,30.71,7.44,34.32,26.88
2018,7,26,29.65,24.7,27.18,30.61,8.92,34.37,25.44
2018,7,27,28.04,23.82,25.93,29.09,7.3,32.17,24.87
2018,7,28,28.01,22.87,25.44,28.79,7.96,32.36,24.4
2018,7,29,28.86,24.66,26.76,29.73,7.5,32.9,25.39
2018,7,30,29.5,23.49,26.49,30.18,8.5,34.37,25.86
2018,7,31,30.69,24.03,27.36,31.59,9.97,36.08,26.12
2018,8,1,31.39,23.54,27.46,32.33,10.56,37.26,26.7
2018,8,2,31.26,22.32,26.79,32.15,10.66,37.16,26.5
2018,8,3,31.58,22.24,26.9,32.67,10.12,37.01,26.88
2018,8,4,31.46,23.99,27.73,32.86,9.52,36.51,26.98
2018,8,5,30.71,24.92,27.82,32.14,7.19,34.69,27.5
2018,8,6,29.55,26.15,27.85,30.3,6.81,33.61,26.8
2018,8,7,29.16,26.84,28.01,29.38,3.7,31.23,27.54
2018,8,8,26.12,24.16,25.15,26.58,3.48,27.8,24.32
2018,8,9,28.57,22.5,25.54,29.26,10.2,34.11,23.91
2018,8,10,28.48,22.76,25.62,29.14,8.48,33.13,24.64
2018,8,11,28.79,24.6,26.69,28.73,6.01,31.95,25.94
2018,8,12,29.05,24.76,26.9,29.52,6.61,32.7,26.09
2018,8,13,29.48,25.51,27.5,29.99,7.11,33.76,26.64
2018,8,14,26.93,25.3,26.11,27.24,2.63,28.05,25.41
2018,8,15,26.62,23.69,25.15,26.94,5.21,29.72,24.51
2018,8,16,26.15,20.23,23.19,26.39,7.23,30.19,22.96
2018,8,17,25.69,19.02,22.36,26.34,10.24,30.72,20.48
2018,8,18,26.4,22.91,24.65,27.13,6.66,30.09,23.44
2018,8,19,24.86,22.92,23.89,25.18,3.02,26.69,23.67
2018,8,20,26.55,22.52,24.54,27.21,8.89,31.23,22.33
2018,8,21,26.31,20.56,23.44,26.62,9.2,31.07,21.87
2018,8,22,26.31,17.93,22.12,25.92,7.34,30.18,22.84
2018,8,23,25.85,17.83,21.83,25.87,11.09,31.06,19.98
2018,8,24,26.05,17.73,21.89,26.01,10.69,30.97,20.28
2018,8,25,26.35,18.6,22.48,26.86,11.98,32.0,20.02
2018,8,26,26.79,20.07,23.43,27.18,9.98,32.05,22.07
2018,8,27,26.3,20.4,23.35,26.7,8.43,31.15,22.72
2018,8,28,26.87,21.7,24.29,27.76,7.72,31.22,23.51
2018,8,29,26.23,19.41,22.82,26.89,8.81,31.33,22.52
2018,8,30,24.48,19.08,21.78,24.48,4.95,26.7,21.76
2018,8,31,24.54,17.79,21.16,25.01,9.56,29.31,19.75
2018,9,1,24.9,19.05,21.98,25.5,9.27,29.71,20.44
2018,9,2,23.62,20.98,22.3,24.08,4.96,26.44,21.48
2018,9,3,25.65,18.02,21.84,25.9,9.38,31.0,21.62
2018,9,4,24.15,13.43,18.8,24.58,12.45,30.36,17.9
2018,9,5,24.61,13.99,19.3,24.93,15.19,32.37,17.19
2018,9,6,23.39,12.16,17.77,23.78,10.38,28.82,18.44
2018,9,7,21.86,9.94,15.9,22.46,12.57,27.85,15.27
2018,9,8,21.19,11.91,16.55,22.46,13.05,27.49,14.44
2018,9,9,22.46,13.69,18.07,23.43,11.47,28.61,17.14
2018,9,10,23.46,13.97,18.71,24.11,12.32,29.15,16.83
2018,9,11,24.03,15.13,19.58,24.75,9.74,29.17,19.43
2018,9,12,23.49,15.45,19.47,23.83,10.67,28.72,18.04
2018,9,13,23.73,17.68,20.7,23.89,9.09,28.35,19.26
2018,9,14,24.73,18.65,21.69,25.36,8.23,29.44,21.2
2018,9,15,22.4,15.76,19.08,22.48,4.94,25.19,20.26
2018,9,16,20.76,8.37,14.56,21.3,11.05,26.68,15.62
2018,9,17,20.4,7.6,14.0,21.63,16.19,28.54,12.35
2018,9,18,20.87,11.63,16.25,21.3,8.62,25.62,17.0
2018,9,19,20.33,15.34,17.83,21.68,7.49,24.94,17.44
2018,9,20,19.76,14.77,17.26,20.13,7.63,23.98,16.35
2018,9,21,19.87,8.48,14.17,20.16,13.19,27.22,14.03
2018,9,22,18.93,3.98,11.46,18.87,12.43,25.32,12.89
2018,9,23,17.77,5.46,11.62,18.37,12.89,24.29,11.4
2018,9,24,17.33,7.19,12.26,18.65,13.34,24.22,10.87
2018,9,25,18.09,10.75,14.42,17.65,7.91,22.13,14.22
2018,9,26,17.88,10.64,14.26,18.78,11.78,24.15,12.37
2018,9,27,19.02,11.37,15.19,19.14,9.13,23.49,14.35
2018,9,28,19.2,10.12,14.66,19.83,10.96,25.21,14.25
2018,9,29,17.09,6.64,11.87,17.49,10.53,22.31,11.78
2018,9,30,15.57,3.89,9.73,16.45,11.55,21.74,10.19
2018,10,1,17.52,7.65,12.59,17.9,14.61,25.32,10.7
2018,10,2,18.23,7.37,12.8,18.33,14.09,25.33,11.23
2018,10,3,18.67,6.14,12.4,18.39,15.62,26.62,10.99
2018,10,4,17.99,11.54,14.76,18.47,14.11,25.34,11.23
2018,10,5,19.15,12.26,15.71,19.12,11.66,26.25,14.59
2018,10,6,16.48,3.23,9.86,17.01,9.81,22.08,12.26
2018,10,7,15.15,0.76,7.95,15.02,12.55,21.97,9.42
2018,10,8,15.79,3.04,9.41,15.59,14.05,22.58,8.54
2018,10,9,11.73,-0.06,5.83,13.1,9.3,16.44,7.14
2018,10,10,10.57,-1.38,4.6,11.51,12.84,16.89,4.05
2018,10,11,11.08,-0.1,5.49,11.8,13.15,17.41,4.26
2018,10,12,12.9,2.01,7.46,13.37,13.13,19.79,6.65
2018,10,13,15.19,6.8,10.99,14.8,10.92,21.15,10.23
2018,10,14,15.33,8.4,11.87,15.19,11.18,21.12,9.94
2018,10,15,15.86,9.89,12.87,15.74,9.04,20.89,11.85
2018,10,16,13.2,10.06,11.63,13.18,5.46,15.26,9.8
2018,10,17,11.81,0.94,6.37,11.63,13.68,17.91,4.23
2018,10,18,11.69,-0.63,5.53,11.24,13.7,18.34,4.64
2018,10,19,11.79,1.79,6.79,11.73,13.57,19.14,5.57
2018,10,20,12.57,5.83,9.2,12.32,10.76,18.47,7.72
2018,10,21,12.53,6.69,9.61,12.44,10.92,18.43,7.51
2018,10,22,13.56,7.51,10.53,13.44,12.02,20.44,8.41
2018,10,23,12.48,1.06,6.77,12.34,13.8,20.08,6.28
2018,10,24,12.3,4.41,8.35,12.6,16.64,21.36,4.72
2018,10,25,13.2,9.8,11.5,12.55,7.56,17.69,10.12
2018,10,26,8.66,-4.52,2.08,9.49,7.94,13.11,5.17
2018,10,27,10.19,-1.88,4.15,10.4,14.43,17.36,2.94
2018,10,28,12.08,0.01,6.05,12.07,12.4,18.65,6.26
2018,10,29,8.19,-2.57,2.8,8.42,11.26,13.58,2.32
2018,10,30,8.16,-1.11,3.52,8.59,13.53,15.31,1.77
2018,10,31,10.79,1.08,5.93,8.8,9.49,15.94,6.44
2018,11,1,11.08,1.36,6.22,9.55,11.46,17.61,6.15
2018,11,2,11.15,5.81,8.48,10.58,10.88,17.51,6.64
2018,11,3,11.39,6.43,8.91,11.0,11.67,17.99,6.32
2018,11,4,10.01,5.22,7.61,9.96,7.87,13.63,5.76
2018,11,5,6.25,-1.0,2.62,6.95,5.73,9.15,3.43
2018,11,6,5.19,-2.14,1.52,5.16,6.73,8.42,1.69
2018,11,7,6.83,-4.2,1.32,6.7,10.7,12.08,1.37
2018,11,8,7.96,-0.11,3.93,7.14,7.57,11.98,4.4
2018,11,9,7.37,-0.12,3.62,7.54,12.75,15.3,2.56
2018,11,10,7.18,0.44,3.8,7.37,12.76,13.43,0.66
2018,11,11,9.45,3.75,6.6,8.8,7.52,13.3,5.8
2018,11,12,8.37,4.21,6.3,7.73,10.94,14.63,3.69
2018,11,13,8.4,4.07,6.23,7.8,10.6,14.9,4.3
2018,11,14,8.97,5.85,7.41,8.34,9.95,14.33,4.38
2018,11,15,6.6,3.05,4.82,6.78,6.08,9.66,3.58
2018,11,16,2.69,-7.18,-2.24,3.62,8.48,6.74,-1.74
2018,11,17,4.69,-4.41,0.14,5.07,10.55,11.04,0.48
2018,11,18,5.19,-3.74,0.72,4.19,12.38,11.65,-0.73
2018,11,19,5.65,-2.7,1.48,4.05,11.67,12.24,0.57
2018,11,20,4.5,-1.06,1.73,4.34,11.0,10.29,-0.71
2018,11,21,3.62,-5.56,-0.97,3.64,7.8,7.99,0.19
2018,11,22,2.68,-4.91,-1.12,2.49,11.91,9.37,-2.54
2018,11,23,4.59,0.41,2.51,4.17,8.98,10.05,1.07
2018,11,24,3.91,-2.34,0.79,4.14,12.51,10.86,-1.65
2018,11,25,4.5,-0.69,1.9,4.12,13.5,12.51,-0.98
2018,11,26,4.29,3.02,3.65,3.57,6.45,8.12,1.66
2018,11,27,4.67,-7.55,-1.44,3.3,8.41,9.95,1.55
2018,11,28,5.26,-2.05,1.61,3.29,9.29,10.21,0.91
2018,11,29,2.29,-3.38,-0.55,2.01,10.03,7.87,-2.17
2018,11,30,4.44,0.44,2.44,2.89,9.55,9.73,0.17
2018,12,1,5.07,3.05,4.06,4.62,11.27,10.81,-0.47
2018,12,2,7.16,6.64,6.9,7.01,4.61,10.14,5.53
2018,12,3,4.41,-3.55,0.43,4.41,7.64,7.95,0.31
2018,12,4,-0.13,-10.16,-5.14,-0.17,7.59,4.3,-3.28
2018,12,5,0.82,-5.72,-2.45,0.75,6.61,4.64,-1.97
2018,12,6,-2.12,-10.89,-6.51,-0.63,5.88,0.22,-5.66
2018,12,7,-6.6,-18.56,-12.58,-3.98,3.75,-5.06,-8.81
2018,12,8,-7.75,-16.32,-12.03,-5.96,7.41,-3.67,-11.08
2018,12,9,-5.12,-13.49,-9.31,-4.27,9.83,-0.23,-10.06
2018,12,10,-1.69,-11.05,-6.37,-2.29,5.77,1.37,-4.41
2018,12,11,-3.2,-11.96,-7.58,-2.27,6.25,-0.86,-7.11
2018,12,12,-3.7,-12.54,-8.13,-3.41,11.2,2.53,-8.67
2018,12,13,-1.97,-11.9,-6.93,-2.21,9.27,2.42,-6.84
2018,12,14,-0.7,-8.49,-4.6,-2.06,8.43,3.57,-4.86
2018,12,15,-0.49,-5.5,-2.99,-0.53,8.7,4.34,-4.35
2018,12,16,0.74,-6.78,-3.02,0.06,10.79,6.96,-3.83
2018,12,17,1.12,-7.93,-3.41,-0.02,11.53,7.74,-3.79
2018,12,18,1.86,-7.06,-2.6,0.05,10.09,7.36,-2.74
2018,12,19,2.43,-5.5,-1.53,-0.21,10.17,6.81,-3.36
2018,12,20,2.28,-2.77,-0.25,0.83,9.94,7.61,-2.33
2018,12,21,2.24,-3.47,-0.61,1.31,8.58,7.28,-1.3
2018,12,22,2.18,-5.46,-1.64,0.66,4.31,4.54,0.23
2018,12,23,-2.76,-14.73,-8.74,-2.03,5.8,-0.04,-5.83
2018,12,24,-3.92,-13.19,-8.56,-3.99,11.41,1.91,-9.49
2018,12,25,-2.61,-11.12,-6.86,-2.84,9.88,3.05,-6.84
