-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 01/31/2021 
Location: Latitude  39.905   Longitude 116.3914 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 221.57 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,PS,WS10M,WS50M,QV2M,RH2M,PRECTOTCORR
2003,11,11,1.17,-6.1,-2.46,0.69,100.53,3.9,5.73,2.38,59.31,0.0
2003,11,12,1.99,-4.7,-1.35,0.88,99.99,2.35,3.59,2.69,63.19,0.0
2003,11,13,1.87,-2.43,-0.27,0.54,99.59,2.23,3.09,3.23,74.56,0.0
2003,11,14,2.27,0.32,1.3,1.3,99.3,1.79,2.71,3.97,87.75,0.0
2003,11,15,0.37,-9.43,-4.53,-0.58,99.84,4.68,7.7,1.83,50.44,0.0
2003,11,16,-0.67,-9.8,-5.24,-1.26,100.36,2.99,4.8,1.77,52.75,0.0
2003,11,17,0.63,-6.89,-3.13,-0.5,100.04,1.82,2.55,2.2,57.12,0.0
2003,11,18,2.52,-2.79,-0.13,1.76,99.7,1.36,1.84,3.11,68.88,0.03
2003,11,19,0.51,-1.17,-0.34,0.32,99.63,1.55,2.23,3.48,88.81,8.0
2003,11,20,2.58,-4.34,-0.88,2.14,99.19,5.6,8.14,2.81,65.0,0.25
2003,11,21,-1.53,-12.05,-6.79,-2.53,100.17,5.63,8.06,1.4,43.44,0.01
2003,11,22,-1.38,-7.88,-4.63,-1.96,100.04,2.41,3.52,2.08,63.06,0.0
2003,11,23,0.48,-3.78,-1.66,-0.87,99.9,1.4,2.03,2.87,75.12,0.0
2003,11,24,1.58,-4.5,-1.46,0.08,100.06,2.45,4.09,2.75,65.5,0.0
2003,11,25,-2.17,-8.35,-5.26,-1.99,101.01,3.49,4.65,1.95,63.44,1.05
2003,11,26,-2.24,-6.44,-4.35,-1.87,100.82,2.11,2.83,2.32,75.88,1.08
2003,11,27,-3.67,-7.48,-5.57,-3.27,100.54,2.57,3.22,2.14,76.56,0.02
2003,11,28,-1.64,-5.89,-3.77,-2.71,100.09,1.61,2.48,2.44,74.94,0.0
2003,11,29,-2.88,-8.31,-5.6,-3.81,99.89,2.5,3.83,2.08,69.19,0.0
2003,11,30,-3.13,-6.06,-4.6,-3.76,99.63,1.5,2.19,2.44,82.81,0.0
2003,12,1,-0.88,-7.21,-4.05,-1.95,99.95,2.84,4.76,2.2,64.94,0.0
2003,12,2,-1.16,-6.99,-4.07,-2.5,99.86,2.0,3.12,2.2,66.56,0.0
2003,12,3,-4.6,-12.54,-8.57,-4.77,100.08,3.15,5.05,1.34,55.31,0.0
2003,12,4,-4.1,-7.52,-5.81,-4.73,99.91,1.31,2.0,2.2,78.44,0.05
2003,12,5,-1.22,-6.47,-3.85,-2.03,99.83,3.38,5.39,2.32,70.88,0.0
2003,12,6,-6.71,-17.34,-12.02,-6.85,100.61,7.47,10.48,0.85,40.62,0.0
2003,12,7,-6.8,-15.05,-10.92,-7.07,100.51,3.06,5.01,1.1,52.62,0.0
2003,12,8,-4.56,-14.26,-9.41,-5.47,100.7,3.45,5.18,1.16,46.38,0.0
2003,12,9,-5.52,-12.7,-9.11,-5.75,100.94,2.5,3.8,1.34,57.38,0.0
2003,12,10,-3.83,-8.06,-5.95,-4.38,100.39,1.34,2.22,2.01,73.12,0.47
2003,12,11,-3.95,-12.42,-8.19,-4.62,100.41,4.96,7.47,1.4,52.0,0.0
2003,12,12,-5.27,-13.35,-9.31,-6.18,100.48,3.81,5.48,1.28,53.69,0.0
2003,12,13,-4.69,-11.93,-8.31,-5.81,100.29,3.38,5.41,1.46,58.38,0.0
2003,12,14,-3.28,-10.18,-6.74,-4.06,100.24,5.2,8.35,1.65,60.62,0.0
2003,12,15,-4.97,-11.64,-8.31,-5.4,100.31,3.06,5.05,1.46,61.38,0.0
2003,12,16,-3.66,-12.52,-8.1,-4.42,99.53,6.28,9.55,1.4,52.12,0.0
2003,12,17,-3.6,-12.35,-7.97,-4.81,99.96,3.49,5.43,1.4,50.69,0.0
2003,12,18,-5.26,-14.35,-9.81,-5.84,100.44,6.58,9.49,1.16,49.12,0.0
2003,12,19,-4.93,-14.86,-9.9,-5.59,100.54,6.27,9.64,1.1,44.12,0.0
2003,12,20,-2.42,-10.35,-6.38,-3.35,100.52,4.69,7.05,1.65,54.88,0.0
2003,12,21,-2.26,-10.06,-6.16,-3.16,99.92,4.62,7.44,1.71,57.12,0.0
2003,12,22,-2.34,-10.54,-6.44,-3.11,99.36,5.52,8.23,1.65,54.0,0.0
2003,12,23,-1.57,-9.55,-5.56,-2.57,98.93,6.02,8.84,1.83,55.44,0.0
2003,12,24,-1.33,-12.15,-6.74,-1.84,99.32,8.51,11.8,1.46,44.25,0.0
2003,12,25,-4.99,-17.23,-11.1,-5.37,100.12,7.54,11.03,0.85,35.5,0.0
2003,12,26,-4.75,-13.38,-9.06,-5.64,100.28,4.7,7.22,1.28,51.19,0.0
2003,12,27,-3.72,-10.63,-7.17,-4.74,100.09,2.91,4.7,1.65,60.5,0.0
2003,12,28,-1.7,-9.95,-5.83,-2.97,99.6,4.23,6.88,1.71,54.38,0.0
2003,12,29,-1.55,-10.65,-6.1,-2.67,100.24,4.26,6.31,1.65,49.88,0.0
2003,12,30,-1.74,-9.17,-5.45,-2.67,99.62,3.02,5.04,1.83,57.62,0.0
2003,12,31,-2.85,-10.47,-6.67,-3.44,99.34,4.55,6.93,1.65,56.5,0.0
2004,1,1,-3.24,-10.83,-7.04,-4.02,99.31,4.93,7.77,1.59,57.56,0.0
2004,1,2,-3.45,-11.24,-7.35,-4.32,99.19,4.12,6.79,1.53,56.31,0.0
2004,1,3,-3.1,-10.72,-6.92,-3.95,99.79,4.0,5.93,1.59,57.5,0.0
2004,1,4,-2.24,-9.8,-6.02,-4.23,99.86,2.16,3.24,1.77,57.5,0.0
2004,1,5,-1.58,-9.88,-5.74,-3.02,100.02,3.25,5.13,1.71,54.19,0.0
2004,1,6,-1.46,-9.92,-5.7,-2.38,99.96,3.95,6.57,1.71,53.38,0.0
2004,1,7,-4.54,-13.95,-9.24,-4.82,100.97,3.99,5.8,1.22,48.62,0.0
2004,1,8,-4.2,-11.19,-7.7,-4.96,100.38,3.0,4.2,1.53,58.69,0.0
2004,1,9,-2.84,-9.59,-6.21,-3.68,100.06,4.3,6.98,1.77,64.31,0.0
2004,1,10,-7.02,-15.81,-11.42,-6.85,100.93,3.14,4.96,0.98,50.25,0.0
2004,1,11,-5.0,-9.83,-7.42,-5.21,100.1,2.42,3.73,1.77,69.94,0.27
2004,1,12,-7.24,-17.73,-12.48,-7.72,100.1,7.25,10.32,0.79,41.19,0.0
2004,1,13,-6.7,-14.48,-10.59,-7.33,99.79,3.67,5.6,1.16,55.56,0.0
2004,1,14,-3.42,-11.67,-7.55,-4.95,99.57,1.91,2.87,1.46,53.19,0.0
2004,1,15,-4.98,-12.66,-8.82,-4.89,100.43,2.84,4.59,1.34,55.38,0.0
2004,1,16,-6.27,-12.2,-9.24,-6.77,100.53,1.8,2.3,1.4,63.31,0.0
2004,1,17,-7.32,-10.84,-9.08,-7.69,100.23,1.7,2.41,1.59,78.0,0.46
2004,1,18,-5.16,-13.77,-9.47,-5.46,99.96,5.02,7.66,1.22,52.81,0.01
2004,1,19,-5.79,-15.62,-10.7,-6.27,99.76,5.66,8.33,1.04,45.38,0.0
2004,1,20,-10.74,-20.9,-15.82,-10.8,100.11,6.13,8.81,0.67,43.62,0.0
2004,1,21,-13.18,-25.02,-19.1,-13.06,100.29,6.69,9.44,0.43,33.94,0.0
2004,1,22,-9.91,-19.08,-14.49,-9.74,99.89,3.22,5.04,0.73,46.75,0.0
2004,1,23,-9.28,-19.74,-14.51,-9.23,100.15,7.84,10.51,0.67,40.62,0.0
2004,1,24,-9.74,-19.24,-14.49,-9.69,100.3,6.12,8.74,0.67,44.5,0.0
2004,1,25,-8.17,-16.1,-12.14,-8.2,100.03,3.59,5.46,0.98,54.38,0.0
2004,1,26,-5.56,-14.62,-10.09,-5.99,99.88,5.01,7.44,1.1,49.88,0.0
2004,1,27,-4.61,-13.6,-9.11,-4.92,99.75,4.86,6.88,1.28,50.56,0.0
2004,1,28,-3.09,-11.95,-7.52,-3.79,98.85,4.38,6.39,1.46,52.5,0.0
2004,1,29,-2.95,-10.72,-6.84,-2.98,99.23,2.97,4.65,1.65,54.94,0.0
2004,1,30,-3.04,-8.06,-5.55,-3.4,99.63,1.78,2.27,2.01,69.38,0.0
2004,1,31,-2.38,-6.21,-4.29,-3.04,99.46,1.5,2.33,2.38,76.06,0.07
2004,2,1,-5.17,-16.34,-10.75,-5.42,99.57,6.26,9.51,0.98,40.81,0.0
2004,2,2,-6.74,-17.88,-12.31,-6.83,99.64,6.59,9.77,0.79,38.88,0.0
2004,2,3,-6.44,-16.6,-11.52,-7.28,99.15,3.73,5.56,0.92,44.75,0.0
2004,2,4,-7.86,-19.45,-13.66,-7.88,99.44,6.02,9.25,0.67,37.75,0.0
2004,2,5,-8.13,-18.42,-13.28,-8.66,99.81,4.53,6.84,0.79,43.06,0.0
2004,2,6,-7.26,-16.73,-11.99,-7.64,99.92,5.77,9.11,0.92,48.0,0.0
2004,2,7,-3.35,-13.96,-8.66,-4.27,99.74,4.8,7.67,1.22,46.44,0.0
2004,2,8,-2.35,-11.55,-6.95,-2.25,99.97,3.23,5.44,1.46,51.0,0.0
2004,2,9,-2.65,-8.8,-5.73,-3.0,100.03,2.62,3.79,1.89,66.38,0.0
2004,2,10,0.02,-9.84,-4.91,-1.23,99.57,4.03,6.14,1.77,51.88,0.0
2004,2,11,0.38,-9.74,-4.68,-0.34,100.17,3.73,5.2,1.77,46.38,0.0
2004,2,12,2.04,-7.42,-2.69,1.42,99.76,3.23,5.08,2.14,51.06,0.0
2004,2,13,2.57,-8.24,-2.83,1.44,98.33,6.12,9.27,2.08,48.0,0.0
2004,2,14,1.96,-11.2,-4.62,1.09,98.95,5.53,8.23,1.59,37.31,0.0
2004,2,15,1.26,-8.5,-3.63,0.88,99.52,4.28,6.12,1.95,50.38,0.0
2004,2,16,1.86,-10.84,-4.49,1.77,99.42,3.64,5.79,1.59,41.81,0.0
2004,2,17,2.33,-8.73,-3.2,0.84,98.93,3.09,4.18,1.95,46.0,0.0
2004,2,18,5.12,-4.42,0.34,3.68,98.58,2.96,4.36,2.75,54.38,0.0
2004,2,19,4.3,0.2,2.25,3.49,99.22,2.73,3.77,3.97,76.88,0.0
2004,2,20,3.35,1.71,2.53,3.64,99.46,1.53,2.12,4.33,89.31,0.37
2004,2,21,2.77,-1.82,0.48,2.29,99.2,4.94,7.49,3.48,73.5,8.29
2004,2,22,1.68,-11.21,-4.77,0.26,99.43,4.13,6.18,1.53,38.31,0.0
2004,2,23,4.21,-6.55,-1.17,3.2,98.9,3.73,5.89,2.32,48.12,0.0
2004,2,24,5.17,-8.85,-1.84,4.58,98.52,4.99,8.73,1.89,37.56,0.0
2004,2,25,1.19,-13.95,-6.38,0.62,98.71,6.84,9.77,1.22,30.19,0.0
2004,2,26,1.63,-12.95,-5.66,0.45,99.06,4.39,6.45,1.34,33.06,0.0
2004,2,27,3.05,-7.31,-2.13,2.06,98.32,2.46,3.48,2.2,48.12,0.0
2004,2,28,2.05,-12.05,-5.0,1.78,98.65,6.8,9.8,1.59,37.62,0.0
2004,2,29,-0.45,-12.52,-6.49,-0.79,99.37,2.73,3.66,1.4,41.31,0.0
2004,3,1,-0.38,-14.13,-7.26,-0.48,99.53,3.62,5.27,1.22,36.56,0.0
2004,3,2,-2.49,-14.82,-8.66,-2.03,99.63,3.81,5.66,1.1,36.88,0.0
2004,3,3,-1.74,-14.5,-8.13,-1.3,99.09,3.95,5.71,1.22,37.25,0.0
2004,3,4,-0.77,-8.75,-4.76,-1.09,98.61,2.72,4.19,1.95,54.19,0.05
2004,3,5,-3.1,-16.07,-9.59,-2.49,99.53,6.98,9.55,0.98,35.88,0.17
2004,3,6,-2.06,-16.75,-9.41,-1.78,100.3,5.41,8.03,0.92,31.94,0.0
2004,3,7,0.94,-13.1,-6.09,0.93,100.24,4.94,6.98,1.34,35.38,0.0
2004,3,8,5.33,-7.68,-1.17,4.69,98.88,2.82,4.43,2.14,41.44,0.0
2004,3,9,7.22,-2.53,2.34,6.42,97.46,3.02,4.46,3.3,51.56,0.0
2004,3,10,5.8,-12.03,-3.12,5.44,98.36,9.23,13.23,1.53,27.81,0.0
2004,3,11,5.23,-10.22,-2.5,4.42,99.19,3.38,4.99,1.71,34.81,0.01
2004,3,12,7.1,-8.81,-0.85,6.26,99.07,3.83,5.87,1.95,35.06,0.0
2004,3,13,5.69,-4.84,0.42,7.36,99.49,2.85,4.69,2.69,51.19,0.0
2004,3,14,4.23,-2.53,0.84,4.55,99.17,3.35,4.63,3.23,66.69,0.0
2004,3,15,7.37,-0.63,3.37,7.09,98.14,2.16,2.91,3.72,62.56,0.0
2004,3,16,5.4,-5.29,0.05,4.89,98.64,4.32,6.37,2.69,47.62,0.0
2004,3,17,1.15,-16.02,-7.43,1.82,100.17,6.05,8.12,0.98,26.5,0.0
2004,3,18,3.06,-11.17,-4.06,3.82,99.97,3.14,4.72,1.59,37.5,0.0
2004,3,19,6.24,-9.3,-1.52,6.58,99.32,3.02,5.06,1.89,36.19,0.0
2004,3,20,5.8,-10.5,-2.35,6.85,99.69,3.86,6.42,1.65,32.81,0.0
2004,3,21,4.4,-5.42,-0.51,3.09,99.38,1.76,2.41,2.56,49.69,0.0
2004,3,22,6.52,-2.23,2.15,5.94,99.1,2.39,3.3,3.3,55.38,0.12
2004,3,23,6.8,-7.92,-0.56,7.05,99.13,5.65,8.62,2.08,37.94,0.01
2004,3,24,4.8,-7.93,-1.56,5.34,99.59,3.59,5.45,2.08,41.62,0.0
2004,3,25,7.72,-6.48,0.62,8.62,99.13,3.02,4.89,2.38,44.12,0.0
2004,3,26,10.28,-1.98,4.15,9.39,99.0,3.96,5.57,3.36,44.81,0.0
2004,3,27,12.35,3.31,7.83,11.82,98.6,4.59,6.38,4.88,57.81,0.09
2004,3,28,12.88,-6.15,3.37,12.99,98.54,4.75,7.48,2.56,32.38,0.22
2004,3,29,10.27,-10.31,-0.02,10.36,98.75,7.6,10.75,1.77,24.94,0.0
2004,3,30,4.98,-13.95,-4.48,5.32,99.11,5.84,8.92,1.22,26.31,0.0
2004,3,31,4.47,-9.45,-2.49,4.82,99.11,3.09,4.24,1.95,39.94,1.56
2004,4,1,6.62,-7.34,-0.36,7.15,98.65,5.51,7.59,2.26,44.62,0.17
2004,4,2,4.76,-9.26,-2.24,5.38,99.15,6.2,8.91,1.83,38.25,0.01
2004,4,3,6.05,-9.99,-1.97,7.09,99.98,3.72,5.73,1.71,34.38,0.0
2004,4,4,10.69,-5.77,2.47,11.24,98.86,4.47,6.36,2.56,34.94,0.0
2004,4,5,10.62,0.97,5.8,11.45,98.39,3.46,4.72,4.15,54.81,0.03
2004,4,6,8.87,-3.96,2.45,9.37,99.43,4.05,6.3,2.93,42.56,0.97
2004,4,7,10.81,-7.98,1.42,11.1,99.54,5.75,8.1,2.08,28.62,0.0
2004,4,8,16.33,-5.6,5.37,15.86,98.54,5.83,8.13,2.56,26.0,0.0
2004,4,9,18.12,-2.63,7.74,18.5,98.33,3.98,5.92,3.3,28.31,0.0
2004,4,10,15.03,4.13,9.58,15.5,98.12,2.65,3.8,5.25,50.38,0.0
2004,4,11,17.97,1.04,9.51,18.69,98.36,3.02,4.58,4.27,39.62,0.0
2004,4,12,15.82,4.59,10.2,16.78,98.8,2.62,4.09,5.55,49.06,1.81
2004,4,13,14.64,-3.33,5.65,16.65,99.13,4.45,6.12,3.11,34.06,0.01
2004,4,14,15.17,-4.8,5.19,16.27,98.7,3.53,5.35,2.75,31.0,0.0
2004,4,15,19.11,-3.03,8.04,19.33,97.85,4.66,7.05,3.17,24.75,0.0
2004,4,16,20.51,-0.09,10.22,22.21,97.94,4.44,6.39,3.91,28.81,0.0
2004,4,17,19.04,2.01,10.53,20.47,97.79,3.23,4.61,4.58,37.12,0.0
2004,4,18,21.12,4.01,12.57,21.43,97.78,4.23,5.84,5.25,36.19,0.0
2004,4,19,21.89,4.59,13.24,23.05,97.63,2.88,4.07,5.68,42.12,0.0
2004,4,20,17.58,1.19,9.38,19.05,98.56,4.16,5.5,4.39,37.5,0.0
2004,4,21,22.97,2.8,12.88,24.36,97.48,2.58,3.91,4.82,30.94,0.0
2004,4,22,18.19,-8.08,5.05,19.76,98.78,6.2,8.62,2.26,18.25,0.0
2004,4,23,13.33,-11.67,0.83,15.89,99.48,3.53,5.12,1.53,17.44,0.0
2004,4,24,14.26,-4.07,5.09,15.47,99.14,3.73,5.03,2.87,30.38,0.0
2004,4,25,12.97,3.96,8.46,14.26,98.7,3.31,4.02,5.31,57.75,11.72
2004,4,26,9.93,4.29,7.11,10.51,98.57,4.49,5.52,5.25,70.5,10.11
2004,4,27,14.69,1.14,7.92,15.46,98.55,4.91,6.64,4.21,43.69,0.0
2004,4,28,15.62,5.83,10.73,17.02,98.02,3.58,5.14,5.98,55.5,0.0
2004,4,29,17.66,11.25,14.45,18.23,98.34,4.27,5.6,8.54,67.31,6.91
2004,4,30,14.98,2.34,8.65,16.93,99.37,3.02,4.24,4.7,49.25,0.04
2004,5,1,14.12,0.2,7.16,14.79,99.07,2.9,3.76,4.03,43.69,0.51
2004,5,2,14.58,3.03,8.81,15.16,98.63,3.81,5.31,5.0,48.94,1.32
2004,5,3,13.94,-7.68,3.13,14.66,98.66,7.18,10.33,2.14,22.94,0.04
2004,5,4,16.98,-2.24,7.37,17.65,97.97,4.73,7.25,3.36,31.5,0.0
2004,5,5,18.98,-0.52,9.23,19.57,97.83,6.05,9.09,3.78,30.19,0.0
2004,5,6,18.22,0.42,9.32,19.83,98.64,3.4,5.09,4.03,35.25,0.0
2004,5,7,17.3,4.69,10.99,17.64,98.4,2.73,3.68,5.55,45.69,0.0
2004,5,8,20.15,7.33,13.74,20.55,97.76,3.68,4.78,6.59,49.38,0.0
2004,5,9,18.34,10.66,14.51,20.12,97.83,3.71,4.79,8.24,63.69,0.01
2004,5,10,21.16,6.74,13.95,21.74,98.18,2.44,3.3,6.41,47.12,0.02
2004,5,11,18.01,8.37,13.19,18.13,98.59,3.41,4.5,7.02,54.5,0.23
2004,5,12,18.77,3.87,11.32,19.98,97.83,4.62,6.68,5.49,48.12,1.4
2004,5,13,21.23,-2.23,9.5,22.83,98.39,4.62,6.98,3.3,24.31,0.0
2004,5,14,20.62,2.5,11.56,21.11,98.43,5.15,7.27,4.7,33.31,0.13
2004,5,15,16.4,10.19,13.3,17.26,98.43,2.05,2.85,7.93,67.44,13.23
2004,5,16,14.01,7.3,10.65,14.19,98.09,2.91,3.85,6.59,66.81,6.42
2004,5,17,18.73,7.31,13.02,19.8,97.89,3.52,5.42,6.53,51.06,4.93
2004,5,18,21.37,5.16,13.26,22.59,97.61,4.64,7.25,5.74,39.94,0.03
2004,5,19,23.69,1.86,12.78,24.4,96.76,7.23,10.05,4.7,27.75,0.0
2004,5,20,18.05,-3.56,7.24,19.37,97.49,5.0,7.34,3.05,25.62,0.0
2004,5,21,18.99,-1.77,8.61,20.15,97.62,3.98,5.91,3.48,28.69,0.01
2004,5,22,19.86,0.23,10.05,20.89,97.97,4.49,6.39,4.03,30.75,0.0
2004,5,23,24.03,3.13,13.58,25.33,98.06,3.12,4.92,4.94,30.44,0.0
2004,5,24,26.19,7.95,17.07,27.2,97.91,4.26,6.3,6.84,35.56,0.0
2004,5,25,18.25,10.54,14.39,18.08,98.09,5.45,7.33,8.24,60.94,12.76
2004,5,26,18.99,8.08,13.54,20.58,98.85,3.27,4.78,6.9,51.62,0.47
2004,5,27,19.26,10.12,14.69,20.39,98.44,2.22,2.91,7.87,58.38,0.0
2004,5,28,24.12,9.56,16.84,25.76,97.97,3.59,5.37,7.63,46.75,0.2
2004,5,29,21.58,5.64,13.62,22.86,98.48,3.62,5.45,5.98,40.94,0.89
2004,5,30,20.35,0.69,10.52,21.44,98.76,5.99,8.6,4.27,31.94,0.0
2004,5,31,23.47,0.07,11.76,24.87,98.77,4.2,6.68,3.91,24.88,0.0
2004,6,1,24.67,2.92,13.8,25.51,98.79,5.04,7.26,4.82,28.25,0.0
2004,6,2,23.84,5.73,14.79,24.57,98.87,3.98,5.64,5.8,34.25,0.0
2004,6,3,25.06,5.81,15.44,25.4,98.95,3.95,5.65,5.86,31.25,0.0
2004,6,4,21.04,9.03,15.03,21.23,99.16,2.58,3.59,7.26,47.25,0.07
2004,6,5,20.01,10.15,15.08,21.11,99.08,2.84,3.91,7.81,54.56,0.03
2004,6,6,21.26,9.25,15.26,23.29,98.51,2.27,3.13,7.45,50.0,0.18
2004,6,7,22.4,10.24,16.32,23.9,98.47,2.84,3.63,7.93,49.5,0.14
2004,6,8,25.97,9.55,17.76,27.71,98.38,2.79,3.87,7.63,41.44,0.08
2004,6,9,27.71,8.05,17.88,28.97,98.46,2.99,4.1,6.84,32.12,0.0
2004,6,10,29.64,7.42,18.53,30.94,98.83,3.3,4.72,6.53,28.19,0.0
2004,6,11,31.41,7.06,19.24,32.62,98.88,3.59,5.08,6.41,25.5,0.0
2004,6,12,27.53,6.84,17.19,29.08,99.32,3.19,4.71,6.47,30.81,0.02
2004,6,13,28.87,6.9,17.89,29.98,98.64,3.71,5.12,6.29,26.69,0.0
2004,6,14,28.73,11.27,20.0,30.03,98.4,3.52,4.8,8.54,35.56,0.03
2004,6,15,26.35,11.58,18.97,28.01,98.41,3.32,4.15,8.73,42.56,0.01
2004,6,16,18.26,13.99,16.12,18.53,98.27,4.48,5.77,10.19,76.75,20.66
2004,6,17,21.69,12.52,17.11,23.32,97.74,2.27,3.34,9.34,60.62,0.75
2004,6,18,22.86,14.51,18.69,24.4,97.66,2.41,3.26,10.62,61.81,7.4
2004,6,19,21.02,16.87,18.95,21.74,97.68,2.27,3.02,12.33,78.31,12.27
2004,6,20,23.86,16.84,20.35,25.21,97.49,2.81,3.73,12.33,69.38,6.46
2004,6,21,22.97,18.1,20.53,23.52,97.38,1.41,1.66,13.37,75.62,3.79
2004,6,22,25.18,16.83,21.0,26.25,97.23,2.18,3.02,12.45,65.38,5.93
2004,6,23,24.8,16.05,20.43,26.14,97.23,2.99,4.21,11.84,63.38,3.33
2004,6,24,22.01,17.68,19.84,22.9,97.45,1.71,2.16,13.0,77.94,10.17
2004,6,25,24.74,15.76,20.25,26.07,97.46,1.99,2.81,11.54,62.19,2.01
2004,6,26,26.39,17.41,21.9,27.73,97.81,2.37,3.22,12.76,60.62,0.44
2004,6,27,28.78,18.08,23.44,29.98,98.02,2.36,3.46,13.31,56.75,0.0
2004,6,28,28.87,20.17,24.52,29.9,97.75,2.34,3.15,15.2,62.69,0.28
2004,6,29,23.62,18.75,21.19,24.29,98.0,2.45,3.31,13.92,74.94,4.69
2004,6,30,19.3,16.98,18.14,19.79,98.04,2.4,3.02,12.39,86.81,17.73
2004,7,1,23.55,16.54,20.05,24.68,97.43,3.14,3.98,12.15,69.62,1.66
2004,7,2,26.76,13.41,20.08,27.14,97.46,3.76,5.4,9.95,48.69,0.0
2004,7,3,26.26,16.38,21.33,26.19,97.59,3.54,4.73,12.08,55.75,6.78
2004,7,4,24.46,18.81,21.63,25.47,97.38,2.16,2.59,13.98,72.69,7.18
2004,7,5,25.76,14.3,20.03,26.48,97.24,3.98,5.8,10.68,54.81,0.0
2004,7,6,27.22,11.73,19.47,27.96,97.61,3.6,5.33,8.85,41.75,0.0
2004,7,7,26.09,15.27,20.69,27.24,97.99,3.13,4.79,11.17,54.19,2.1
2004,7,8,26.51,15.95,21.23,27.92,98.04,2.57,3.77,11.66,56.88,3.5
2004,7,9,26.58,17.2,21.89,28.09,97.98,2.18,2.98,12.57,59.75,0.45
2004,7,10,24.29,19.59,21.94,24.66,97.85,2.01,2.69,14.65,76.44,12.24
2004,7,11,22.69,19.69,21.19,23.15,97.74,2.81,4.04,14.71,84.06,16.56
2004,7,12,24.47,16.55,20.51,24.48,97.96,3.3,4.87,12.08,64.44,1.29
2004,7,13,25.57,14.25,19.91,26.8,98.12,2.6,4.11,10.38,52.81,0.0
2004,7,14,25.51,16.3,20.9,26.42,98.17,2.73,3.9,11.84,58.75,0.05
2004,7,15,25.26,17.69,21.48,26.48,98.16,2.77,3.72,12.94,65.69,0.08
2004,7,16,26.45,18.23,22.34,27.47,97.82,2.34,3.16,13.43,64.06,0.01
2004,7,17,25.27,19.0,22.14,25.59,97.58,1.56,2.18,14.16,69.38,5.2
2004,7,18,25.01,18.53,21.77,25.23,97.15,3.98,5.96,13.79,69.0,6.24
2004,7,19,26.48,19.67,23.08,27.37,97.32,2.63,3.88,14.83,67.88,0.35
2004,7,20,26.21,22.57,24.39,26.59,98.02,2.48,3.69,17.58,81.56,15.07
2004,7,21,26.42,23.56,24.99,26.62,98.35,4.64,6.73,18.55,85.25,11.56
2004,7,22,28.4,23.53,25.97,29.06,98.06,3.85,5.73,18.62,76.81,0.85
2004,7,23,29.52,23.11,26.32,30.12,97.6,2.19,3.13,18.25,71.19,3.93
2004,7,24,27.08,15.88,21.48,27.65,97.96,3.44,4.73,11.72,54.12,0.05
2004,7,25,25.51,15.56,20.54,26.35,98.11,2.62,3.81,11.29,56.5,0.0
2004,7,26,19.9,15.11,17.5,20.19,97.98,1.81,2.69,10.99,74.69,14.58
2004,7,27,25.13,17.08,21.11,26.13,97.76,2.01,3.08,12.57,65.62,0.32
2004,7,28,26.53,15.4,20.97,27.19,98.29,3.32,4.99,11.35,53.06,7.73
2004,7,29,24.25,21.37,22.81,24.09,98.22,3.43,5.23,16.54,84.5,40.67
2004,7,30,21.61,14.91,18.26,21.97,98.66,2.24,3.64,10.74,67.62,0.03
2004,7,31,22.84,15.14,18.99,23.34,98.41,2.23,3.27,10.99,64.12,0.0
2004,8,1,24.26,17.29,20.77,24.8,98.14,2.15,3.05,12.63,67.06,0.0
2004,8,2,24.82,20.01,22.42,25.07,97.96,2.22,3.15,15.01,76.0,7.7
2004,8,3,26.63,20.54,23.58,26.85,97.57,1.98,3.12,15.56,72.31,7.6
2004,8,4,25.01,13.94,19.48,24.83,98.32,3.46,5.04,10.19,52.75,0.0
2004,8,5,23.62,14.65,19.13,24.08,98.38,2.31,3.27,10.62,59.12,0.0
2004,8,6,24.36,15.74,20.05,24.37,98.1,3.04,4.36,11.47,60.44,0.0
2004,8,7,26.83,19.05,22.94,27.11,97.91,1.69,2.45,14.16,64.56,0.14
2004,8,8,28.8,20.91,24.86,29.27,97.84,1.74,2.45,15.87,64.12,0.88
2004,8,9,27.7,22.61,25.15,28.43,98.09,2.47,3.52,17.64,74.88,2.12
2004,8,10,27.15,23.32,25.23,27.79,98.23,1.84,2.55,18.31,80.69,1.52
2004,8,11,24.62,20.81,22.72,24.84,98.54,4.66,6.46,15.75,80.31,6.53
2004,8,12,19.8,18.22,19.01,19.98,98.51,3.49,4.48,13.31,90.56,26.03
