-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/04/2021 
Location: Latitude  60.1756   Longitude 24.9342 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 9.17 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,QV2M,RH2M,PRECTOTCORR
2018,8,17,101.75,3.97,4.95,2.91,2.05,5.74,7.34,3.48,3.86,10.8,78.38,0.0
2018,8,18,101.38,4.31,5.64,2.8,2.84,6.16,6.95,4.8,2.13,11.84,83.94,0.07
2018,8,19,100.93,7.38,8.7,4.22,4.48,9.18,10.95,5.33,5.62,10.44,80.75,5.03
2018,8,20,100.57,3.37,4.81,1.21,3.61,4.0,5.8,1.39,4.41,9.4,79.88,7.02
2018,8,21,100.69,7.39,8.39,5.87,2.52,8.91,10.3,7.06,3.23,8.0,74.0,1.32
2018,8,22,101.6,6.18,9.14,5.01,4.12,7.49,11.16,5.88,5.27,7.63,69.0,0.01
2018,8,23,101.07,7.44,9.8,3.41,6.4,10.14,12.47,5.94,6.53,10.5,80.56,0.07
2018,8,24,100.55,4.27,5.52,2.38,3.14,6.2,7.84,4.12,3.71,11.05,81.88,9.47
2018,8,25,100.39,4.3,5.34,3.22,2.13,5.59,7.15,3.91,3.25,10.25,83.12,9.57
2018,8,26,100.78,4.8,6.13,3.3,2.84,5.9,7.65,4.19,3.45,9.46,82.12,2.65
2018,8,27,101.18,4.38,5.67,3.1,2.57,5.4,7.05,3.94,3.12,8.54,76.62,0.19
2018,8,28,101.68,3.41,4.55,2.24,2.31,4.14,5.43,2.48,2.95,8.97,80.69,1.11
2018,8,29,102.0,3.31,4.42,2.44,1.98,4.43,5.8,3.52,2.28,9.4,81.44,0.02
2018,8,30,101.59,2.16,4.41,0.95,3.46,2.58,5.58,1.02,4.56,9.83,88.06,1.13
2018,8,31,101.86,1.95,4.12,0.7,3.41,2.39,5.27,0.81,4.46,9.95,86.88,0.41
2018,9,1,102.07,2.91,4.12,1.3,2.81,3.95,5.45,2.04,3.41,10.93,91.88,1.58
2018,9,2,102.49,1.88,3.26,0.97,2.29,2.4,4.07,1.33,2.74,10.56,86.38,0.72
2018,9,3,102.5,2.43,3.77,1.52,2.25,2.95,4.55,1.91,2.64,10.38,88.0,0.1
2018,9,4,101.91,4.17,4.94,3.12,1.82,5.13,5.99,3.88,2.12,10.68,89.81,1.02
2018,9,5,101.79,1.77,3.2,0.42,2.77,2.1,3.97,0.47,3.5,10.68,89.62,1.99
2018,9,6,101.83,2.56,4.5,1.32,3.17,3.29,5.96,1.43,4.53,10.8,88.38,0.38
2018,9,7,101.69,3.12,4.54,1.65,2.9,4.32,6.04,2.41,3.62,10.93,85.19,0.28
2018,9,8,101.77,2.55,3.41,1.41,1.99,3.66,5.52,2.23,3.3,10.86,83.06,0.13
2018,9,9,102.05,2.09,3.34,0.84,2.51,2.95,4.27,1.37,2.9,10.44,83.25,0.46
2018,9,10,102.05,2.96,5.04,1.18,3.87,3.95,6.39,1.67,4.73,10.68,89.44,6.49
2018,9,11,101.27,5.67,9.94,3.98,5.95,6.94,12.23,4.74,7.48,10.25,88.12,14.52
2018,9,12,99.84,11.12,11.87,9.09,2.77,13.78,14.82,11.3,3.52,8.79,77.75,4.32
2018,9,13,100.76,8.67,10.19,5.59,4.6,10.6,12.53,6.82,5.72,7.81,73.88,0.31
2018,9,14,101.2,7.0,8.19,5.48,2.72,8.57,10.1,6.73,3.38,8.42,81.06,1.39
2018,9,15,101.01,7.2,8.57,4.4,4.17,8.8,10.59,5.44,5.15,9.03,89.12,11.34
2018,9,16,101.13,5.65,7.16,4.34,2.82,6.85,8.67,5.38,3.3,7.26,76.69,0.21
2018,9,17,100.61,7.84,9.91,4.96,4.95,9.66,12.27,6.34,5.92,8.48,85.88,14.12
2018,9,18,101.03,5.57,6.47,4.41,2.07,7.03,8.73,5.31,3.41,8.67,86.19,0.73
2018,9,19,100.6,6.61,7.69,5.7,1.99,8.92,10.73,7.41,3.32,10.19,91.44,0.14
2018,9,20,100.72,7.34,8.34,6.13,2.2,10.02,11.84,8.19,3.65,10.19,90.06,0.11
2018,9,21,100.54,6.31,8.84,4.91,3.92,9.39,13.3,6.45,6.84,9.7,82.69,0.11
2018,9,22,99.62,9.88,11.95,7.82,4.13,12.57,15.13,10.58,4.55,8.0,76.5,1.33
2018,9,23,99.62,6.9,8.73,4.2,4.53,8.28,10.66,5.11,5.55,7.02,78.75,2.83
2018,9,24,100.23,5.04,7.0,3.54,3.46,6.05,8.49,4.55,3.94,5.62,73.0,0.39
2018,9,25,101.51,7.44,8.11,6.77,1.34,8.98,9.92,8.08,1.84,5.19,72.56,0.04
2018,9,26,100.23,11.13,14.62,7.18,7.44,13.77,18.23,8.74,9.48,7.08,81.62,11.05
2018,9,27,99.97,9.4,11.84,0.84,10.99,11.62,14.72,1.1,13.62,5.43,67.81,0.4
2018,9,28,100.3,4.81,5.97,1.86,4.11,5.78,7.1,2.17,4.93,5.25,76.06,6.27
2018,9,29,101.41,5.74,10.51,3.05,7.46,6.88,12.72,3.44,9.29,5.0,74.75,2.77
2018,9,30,100.31,9.2,10.42,7.46,2.96,11.28,12.93,9.14,3.79,7.2,84.81,4.38
2018,10,1,100.51,5.32,6.95,3.34,3.61,6.56,8.52,4.19,4.33,7.02,84.0,1.17
2018,10,2,99.97,3.49,4.95,2.91,2.05,4.2,6.09,3.26,2.83,6.23,87.06,7.54
2018,10,3,99.61,4.94,8.15,2.73,5.42,5.89,9.68,3.29,6.39,5.92,91.88,16.74
2018,10,4,101.0,5.67,7.15,2.8,4.35,6.73,8.45,3.2,5.26,4.64,80.38,0.05
2018,10,5,100.74,7.37,10.58,3.16,7.43,9.18,12.89,3.66,9.23,6.84,89.31,5.57
2018,10,6,100.52,6.13,7.62,3.38,4.24,7.54,9.37,4.16,5.21,6.53,82.0,0.11
2018,10,7,100.84,3.21,4.02,2.43,1.59,3.86,5.04,3.01,2.03,5.55,87.44,2.23
2018,10,8,101.44,7.39,11.64,3.34,8.3,8.98,14.39,3.83,10.56,5.68,84.62,3.63
2018,10,9,100.99,8.79,9.95,8.0,1.95,11.19,12.88,10.05,2.82,7.87,92.44,2.48
2018,10,10,101.56,5.94,9.67,3.14,6.53,8.23,12.63,4.0,8.64,7.57,87.25,0.17
2018,10,11,102.85,2.54,3.77,0.41,3.36,3.45,4.85,0.45,4.4,6.9,89.81,0.15
2018,10,12,102.66,4.26,5.2,3.1,2.1,5.77,7.07,4.89,2.17,7.45,93.38,0.2
2018,10,13,102.27,5.09,5.85,4.12,1.73,7.1,8.01,6.24,1.76,8.06,93.44,0.14
2018,10,14,102.13,5.37,6.09,3.99,2.09,7.42,8.12,6.58,1.53,8.12,92.0,0.14
2018,10,15,101.75,5.92,6.59,4.52,2.08,7.89,8.38,7.55,0.84,7.81,91.25,0.08
2018,10,16,101.63,4.26,6.76,1.49,5.27,5.67,8.45,2.54,5.91,7.93,93.19,0.15
2018,10,17,101.78,4.04,5.7,2.3,3.41,5.6,7.62,3.37,4.24,7.81,93.69,0.33
2018,10,18,101.35,5.45,6.23,5.04,1.19,7.03,7.66,6.22,1.44,7.81,94.94,1.06
2018,10,19,101.76,5.38,6.39,3.86,2.54,6.49,7.79,4.62,3.18,5.68,82.88,0.0
2018,10,20,101.98,2.6,3.61,1.09,2.52,3.12,4.38,1.25,3.12,5.49,83.75,0.55
2018,10,21,101.81,6.98,11.02,2.05,8.98,8.5,13.73,2.37,11.37,6.23,86.06,0.06
2018,10,22,100.52,8.29,12.02,6.02,6.0,10.24,15.06,7.14,7.92,6.53,84.56,2.35
2018,10,23,99.04,6.91,8.07,6.13,1.95,8.2,9.5,7.2,2.3,5.55,87.81,6.09
2018,10,24,99.17,6.66,8.37,3.94,4.43,7.9,9.95,4.75,5.2,5.25,90.38,4.11
2018,10,25,99.36,2.16,3.31,1.16,2.15,2.5,4.05,1.3,2.75,4.39,83.88,2.73
2018,10,26,99.73,3.29,4.37,2.66,1.7,3.84,5.12,3.04,2.09,4.52,91.06,3.47
2018,10,27,100.16,9.01,11.59,4.56,7.03,10.67,13.83,5.38,8.45,4.39,90.19,5.81
2018,10,28,101.89,7.2,10.25,5.18,5.07,8.52,12.25,6.16,6.09,3.72,84.25,0.22
2018,10,29,103.24,7.46,10.75,4.53,6.22,8.84,12.76,5.5,7.26,3.6,78.94,0.11
2018,10,30,102.47,10.99,11.55,10.17,1.38,12.99,13.68,12.11,1.58,4.21,85.94,1.1
2018,10,31,101.68,8.77,10.09,7.62,2.46,10.66,12.01,8.95,3.06,5.92,92.75,11.56
2018,11,1,102.47,5.83,8.73,3.22,5.52,7.23,10.93,4.11,6.82,6.16,92.06,0.18
2018,11,2,101.95,6.13,7.44,4.32,3.11,7.55,9.47,4.98,4.48,6.59,95.0,1.24
2018,11,3,101.79,6.6,7.77,4.11,3.66,8.23,9.84,5.18,4.66,6.41,92.44,1.22
2018,11,4,102.49,5.29,6.56,3.96,2.6,6.48,8.1,4.7,3.4,5.74,89.75,0.01
2018,11,5,102.44,4.85,5.82,3.74,2.08,5.75,6.99,4.46,2.53,5.31,90.75,0.19
2018,11,6,101.97,3.88,5.07,3.33,1.75,4.62,6.08,3.95,2.13,5.86,94.5,0.9
2018,11,7,101.83,3.84,5.13,2.02,3.12,4.52,6.05,2.45,3.61,6.16,96.75,0.85
2018,11,8,102.08,2.95,3.39,2.02,1.37,3.48,4.09,2.46,1.63,5.37,94.62,0.6
2018,11,9,102.09,2.49,3.54,1.4,2.15,3.03,4.22,1.77,2.45,5.07,93.0,0.81
2018,11,10,102.07,5.31,6.29,3.77,2.51,6.28,7.44,4.51,2.93,5.13,92.12,1.38
2018,11,11,102.41,7.86,8.6,6.28,2.32,9.33,10.36,7.47,2.89,4.82,90.62,1.71
2018,11,12,102.17,8.36,8.73,7.58,1.15,9.92,10.41,8.93,1.48,4.76,90.56,5.9
2018,11,13,101.26,5.46,7.54,3.66,3.89,6.63,8.88,4.57,4.31,5.68,94.94,10.17
2018,11,14,101.76,3.08,3.65,2.21,1.45,3.83,4.61,2.58,2.03,5.62,92.06,0.34
2018,11,15,102.78,5.71,8.09,1.94,6.16,6.98,9.84,2.25,7.59,5.74,90.81,0.55
2018,11,16,103.35,8.38,9.77,7.59,2.19,10.36,12.1,9.31,2.79,6.16,92.81,0.4
2018,11,17,103.12,7.4,9.98,6.16,3.82,8.98,12.42,7.26,5.16,5.55,90.31,0.12
2018,11,18,103.25,7.75,8.81,6.17,2.64,9.42,10.94,7.28,3.66,4.27,82.75,0.03
2018,11,19,103.76,4.04,5.98,0.84,5.14,4.64,7.02,0.8,6.23,3.36,83.06,0.03
2018,11,20,103.11,4.09,5.36,0.77,4.58,4.89,6.46,0.79,5.67,3.6,87.94,0.12
2018,11,21,103.07,4.12,5.31,3.24,2.07,4.89,6.27,3.7,2.57,3.48,87.81,0.03
2018,11,22,102.3,4.86,6.7,2.43,4.27,5.74,8.06,2.7,5.37,3.72,90.12,0.05
2018,11,23,101.94,5.26,8.05,0.86,7.2,6.26,9.68,0.88,8.8,3.85,89.56,0.23
2018,11,24,101.2,5.02,6.3,3.68,2.62,5.99,7.46,4.31,3.15,3.78,89.75,0.14
2018,11,25,101.31,4.01,4.62,2.77,1.86,4.78,5.49,3.16,2.32,3.42,89.44,0.08
2018,11,26,100.84,4.87,6.28,3.79,2.49,5.92,7.48,4.79,2.7,3.54,89.44,1.07
2018,11,27,101.6,5.43,6.28,3.92,2.36,6.47,7.46,4.74,2.72,2.99,90.0,0.24
2018,11,28,102.92,4.04,7.47,1.9,5.57,4.91,9.23,2.07,7.15,2.69,83.94,0.02
2018,11,29,102.79,10.44,11.91,7.95,3.97,12.44,14.27,9.8,4.48,3.17,83.25,0.18
2018,11,30,102.02,11.95,12.24,11.51,0.73,14.43,14.8,13.95,0.84,3.17,77.88,0.12
2018,12,1,101.9,8.52,11.13,5.95,5.18,10.1,13.44,6.96,6.48,2.87,81.44,0.03
2018,12,2,100.91,5.19,5.8,4.77,1.02,6.06,6.7,5.68,1.02,3.05,85.06,0.46
2018,12,3,100.16,6.63,7.44,5.89,1.55,7.7,8.66,6.84,1.82,3.54,93.12,1.99
2018,12,4,99.62,6.61,7.38,5.89,1.48,7.91,8.97,6.84,2.13,4.82,96.25,3.18
2018,12,5,100.3,8.41,10.0,6.65,3.35,10.19,12.16,8.08,4.08,4.33,88.94,1.49
2018,12,6,101.26,5.66,8.09,3.6,4.49,6.9,9.95,4.41,5.55,3.91,85.88,0.66
2018,12,7,100.52,7.23,8.09,5.51,2.59,8.57,9.55,6.77,2.79,3.85,89.44,2.53
2018,12,8,99.14,7.98,9.66,6.98,2.67,9.35,11.38,8.08,3.3,4.15,93.75,7.73
2018,12,9,98.9,8.66,10.04,6.62,3.42,10.4,12.02,7.87,4.15,4.64,94.25,4.67
2018,12,10,99.46,6.0,6.7,5.09,1.6,7.1,7.89,5.98,1.91,4.15,92.06,2.7
2018,12,11,101.16,5.41,5.98,4.48,1.5,6.4,7.02,5.37,1.66,3.54,88.31,1.74
2018,12,12,102.56,5.13,6.09,4.3,1.8,6.09,7.33,5.1,2.22,3.11,84.0,0.11
2018,12,13,103.13,5.84,6.24,4.85,1.38,6.87,7.34,5.68,1.66,3.17,84.62,0.16
2018,12,14,103.34,3.74,4.9,2.86,2.05,4.37,5.72,3.39,2.33,2.75,83.88,0.39
2018,12,15,103.56,2.84,3.41,2.49,0.91,3.37,4.06,2.86,1.2,2.56,83.0,0.22
2018,12,16,103.1,4.73,7.6,3.0,4.6,5.59,9.05,3.55,5.5,2.81,87.0,0.4
2018,12,17,102.34,5.91,7.88,4.6,3.28,6.98,9.35,5.45,3.91,3.17,89.56,5.72
2018,12,18,102.53,4.01,4.4,3.6,0.8,4.84,5.3,4.36,0.94,3.54,93.06,2.27
2018,12,19,102.79,4.7,5.23,4.32,0.91,5.6,6.1,5.23,0.88,3.36,92.75,3.07
2018,12,20,102.74,4.89,6.21,3.98,2.23,5.8,7.33,4.6,2.72,2.81,91.56,0.28
2018,12,21,101.81,6.73,7.45,5.89,1.56,7.9,8.82,6.9,1.92,2.62,90.5,1.6
2018,12,22,100.8,5.48,5.81,5.08,0.73,6.41,6.77,5.85,0.92,2.62,92.81,2.21
2018,12,23,100.85,5.16,5.88,4.72,1.16,5.97,6.77,5.41,1.36,2.32,96.88,0.38
2018,12,24,101.23,4.41,6.0,2.17,3.83,5.05,6.89,2.48,4.41,2.2,98.44,0.07
2018,12,25,100.48,8.04,9.9,4.15,5.75,9.72,11.79,5.07,6.73,3.85,93.0,3.17
2018,12,26,100.33,6.55,8.34,3.18,5.16,7.93,10.14,3.74,6.39,3.78,93.62,0.15
2018,12,27,100.71,2.31,3.05,1.48,1.57,2.78,3.8,1.72,2.09,3.91,94.25,0.44
2018,12,28,100.95,2.96,3.62,2.05,1.55,3.57,4.41,2.38,2.04,3.54,96.62,0.54
2018,12,29,101.19,4.35,6.63,1.38,5.25,5.27,7.97,1.55,6.42,3.66,95.62,0.37
2018,12,30,101.3,3.64,4.77,2.77,2.0,4.42,5.8,3.41,2.39,3.54,92.94,0.77
2018,12,31,101.88,5.96,12.12,2.21,9.91,7.12,14.55,2.55,12.0,3.11,89.44,3.26
2019,1,1,98.49,7.13,12.28,1.88,10.4,8.98,14.66,2.07,12.59,4.39,96.06,5.5
2019,1,2,99.95,10.69,12.98,4.58,8.4,12.89,15.97,5.54,10.43,3.05,92.0,3.77
2019,1,3,102.2,7.09,10.2,1.91,8.3,8.28,12.12,2.13,9.99,2.14,99.06,0.1
2019,1,4,100.91,5.98,8.77,3.12,5.65,7.12,10.18,3.84,6.34,3.3,92.69,2.09
2019,1,5,101.51,5.76,7.16,3.37,3.79,6.66,8.34,3.81,4.52,2.38,91.19,0.28
2019,1,6,102.08,3.89,7.7,0.7,7.01,4.67,9.13,0.8,8.33,2.62,87.94,0.3
2019,1,7,101.23,5.73,7.94,3.24,4.7,6.94,9.5,4.14,5.35,3.97,95.31,1.64
2019,1,8,99.95,4.46,5.7,3.27,2.43,5.35,6.7,3.95,2.75,3.66,94.06,8.95
2019,1,9,100.68,3.3,5.94,1.3,4.63,3.93,7.01,1.59,5.41,2.93,91.25,3.77
2019,1,10,101.52,4.38,9.81,0.53,9.28,5.19,11.61,0.55,11.05,2.44,89.94,0.29
2019,1,11,99.41,9.17,12.06,7.2,4.86,11.13,14.77,8.63,6.13,3.91,92.81,1.22
2019,1,12,99.07,5.74,7.58,4.12,3.46,6.83,9.22,5.01,4.21,3.42,93.94,0.04
2019,1,13,98.32,4.55,5.78,3.18,2.6,5.46,6.8,3.77,3.04,3.3,92.38,2.16
2019,1,14,97.15,5.13,7.59,1.99,5.59,6.12,9.02,2.27,6.75,3.23,92.69,4.41
2019,1,15,98.29,5.12,6.45,3.42,3.02,6.09,7.72,4.02,3.7,2.56,93.12,0.54
2019,1,16,99.21,5.2,7.41,0.62,6.8,6.2,8.85,0.69,8.16,2.44,89.56,1.03
2019,1,17,97.99,6.36,8.69,4.73,3.96,7.48,10.08,5.46,4.62,3.11,95.44,11.24
2019,1,18,99.48,4.77,6.31,3.3,3.02,5.69,7.58,4.02,3.55,2.2,96.19,0.69
2019,1,19,100.21,5.95,8.24,4.63,3.6,7.18,9.77,5.72,4.05,2.69,94.12,2.6
2019,1,20,100.38,7.16,9.57,5.72,3.85,8.52,11.23,6.88,4.35,2.32,94.62,0.6
2019,1,21,101.33,4.09,5.63,1.15,4.48,4.73,6.77,1.1,5.66,1.59,96.19,0.06
2019,1,22,101.44,3.48,5.36,1.88,3.48,4.05,6.59,2.08,4.52,1.65,87.69,0.0
2019,1,23,100.81,5.97,7.54,3.59,3.95,7.12,8.84,4.29,4.55,3.11,95.56,2.55
2019,1,24,101.67,4.54,5.38,3.36,2.03,5.32,6.42,3.97,2.45,2.2,89.88,0.87
2019,1,25,101.81,5.09,5.52,4.9,0.62,5.98,6.53,5.62,0.91,2.56,94.5,1.53
2019,1,26,100.5,4.12,5.3,2.53,2.78,4.82,6.16,2.95,3.22,2.01,95.81,2.43
2019,1,27,100.39,2.74,4.73,1.45,3.29,3.2,5.77,1.55,4.22,1.59,96.0,0.23
2019,1,28,100.27,8.5,10.35,5.16,5.19,9.99,12.22,6.27,5.94,2.14,93.75,3.92
2019,1,29,99.72,5.14,6.77,3.59,3.17,6.06,7.97,4.35,3.62,2.5,94.44,6.27
2019,1,30,100.12,4.7,5.31,3.77,1.54,6.01,6.94,4.73,2.21,3.42,95.31,3.59
2019,1,31,101.16,2.7,4.92,0.32,4.59,3.41,6.16,0.41,5.75,3.11,90.12,0.21
2019,2,1,101.46,7.72,9.27,5.28,3.99,9.23,11.0,6.54,4.46,2.75,93.44,0.83
2019,2,2,101.24,7.7,9.73,6.84,2.89,9.1,11.35,8.04,3.31,2.93,95.62,1.97
2019,2,3,100.51,8.32,10.48,5.92,4.56,10.24,12.33,7.8,4.52,3.42,95.62,11.5
2019,2,4,101.41,5.59,6.65,4.71,1.94,7.01,8.39,5.84,2.55,2.56,89.88,0.13
2019,2,5,101.47,8.19,9.44,5.7,3.73,10.12,11.62,7.35,4.26,3.36,95.81,6.41
2019,2,6,101.41,4.57,6.44,2.23,4.21,5.64,7.89,2.71,5.17,2.5,92.69,1.82
2019,2,7,100.99,6.4,9.03,3.38,5.65,8.22,10.74,5.16,5.59,3.48,95.94,2.92
2019,2,8,100.25,7.52,9.45,4.64,4.8,9.5,12.06,6.11,5.95,3.78,95.94,1.26
2019,2,9,99.95,8.2,8.78,7.23,1.55,10.66,11.47,9.86,1.61,3.85,95.56,4.82
2019,2,10,99.27,8.61,10.27,7.05,3.22,11.35,13.53,9.37,4.16,3.97,96.06,6.04
2019,2,11,99.22,3.62,6.7,0.7,6.0,4.95,9.34,0.99,8.34,3.78,96.88,8.11
2019,2,12,100.27,6.72,8.1,4.52,3.58,8.23,9.7,5.56,4.15,2.99,93.62,2.6
2019,2,13,100.73,4.55,6.17,2.1,4.07,6.02,8.08,3.3,4.79,3.23,96.81,1.14
2019,2,14,101.49,5.96,8.48,3.84,4.65,7.91,10.88,4.88,6.0,3.66,96.5,0.23
2019,2,15,101.42,6.55,7.56,5.23,2.34,8.34,9.65,6.39,3.27,3.91,97.81,0.19
2019,2,16,100.63,6.84,8.37,4.87,3.5,9.27,11.26,6.53,4.73,4.03,93.5,0.16
2019,2,17,101.15,6.12,8.35,2.97,5.38,7.96,10.53,3.57,6.96,3.48,90.19,0.01
2019,2,18,101.59,6.28,10.05,1.8,8.24,7.83,12.85,2.08,10.77,3.36,92.5,0.32
2019,2,19,99.79,7.45,9.27,6.38,2.89,9.4,11.58,8.06,3.52,4.03,97.31,4.01
2019,2,20,99.54,8.77,11.5,5.09,6.42,11.15,14.34,7.35,6.98,3.11,87.44,1.41
2019,2,21,102.06,6.56,9.37,5.53,3.84,7.88,11.55,6.55,4.99,1.89,81.62,0.0
2019,2,22,103.71,5.01,8.84,2.34,6.5,5.92,10.67,2.55,8.12,1.71,76.0,0.0
2019,2,23,102.71,7.54,10.39,5.37,5.02,9.62,12.74,6.5,6.25,3.54,91.25,1.45
2019,2,24,101.92,6.8,8.78,4.88,3.91,8.77,11.31,5.73,5.59,3.91,95.19,0.3
2019,2,25,101.42,6.85,8.77,5.26,3.52,9.91,12.04,7.89,4.15,3.97,87.56,0.17
2019,2,26,101.7,4.25,5.68,1.55,4.13,5.87,7.48,1.85,5.64,3.85,94.94,0.32
2019,2,27,100.67,5.73,7.22,1.48,5.74,7.64,10.2,1.85,8.35,3.91,92.88,0.08
2019,2,28,98.91,7.27,10.95,5.16,5.79,9.6,13.66,7.64,6.02,3.54,86.81,0.95
2019,3,1,100.49,5.69,8.04,3.88,4.16,6.74,9.7,4.63,5.07,1.95,72.62,0.03
2019,3,2,99.78,8.13,12.11,5.6,6.51,9.95,14.98,6.63,8.35,3.36,87.88,1.42
2019,3,3,99.56,4.96,7.22,1.88,5.34,5.79,8.4,2.08,6.32,2.26,81.12,0.24
2019,3,4,98.75,4.77,7.18,3.38,3.8,5.57,8.46,3.75,4.71,2.81,86.19,0.56
2019,3,5,98.48,8.42,9.54,6.16,3.38,9.98,11.4,7.11,4.3,2.5,87.0,6.87
2019,3,6,100.79,5.59,7.5,2.61,4.89,6.64,8.96,2.86,6.1,1.89,77.5,0.31
2019,3,7,99.9,6.34,7.22,5.15,2.07,7.62,8.73,6.34,2.4,3.42,93.88,6.12
2019,3,8,98.53,7.37,8.62,5.27,3.34,9.82,11.59,6.48,5.11,4.21,95.56,5.43
2019,3,9,98.57,8.89,13.34,4.94,8.4,10.98,16.27,6.12,10.15,3.54,87.06,6.01
2019,3,10,98.41,5.34,6.54,3.16,3.38,6.44,7.96,3.81,4.15,3.17,84.06,2.37
2019,3,11,99.0,4.94,5.61,4.26,1.35,5.82,6.66,4.9,1.77,2.44,87.69,2.34
2019,3,12,100.24,5.05,6.01,1.46,4.55,6.05,7.23,1.58,5.65,2.44,88.25,0.24
2019,3,13,100.45,5.1,8.64,0.48,8.17,6.11,10.4,0.52,9.88,2.69,82.25,2.11
2019,3,14,99.69,6.15,7.09,5.66,1.43,7.91,8.55,7.43,1.12,3.78,94.5,3.05
2019,3,15,99.27,4.96,5.88,3.88,2.0,7.14,8.09,5.98,2.12,3.97,96.44,2.37
2019,3,16,99.07,4.06,6.41,2.78,3.62,5.9,8.4,4.66,3.73,3.97,96.56,2.98
2019,3,17,99.61,5.72,9.63,2.63,7.0,7.46,11.95,4.19,7.77,3.85,96.12,10.89
2019,3,18,99.66,6.18,7.39,5.42,1.97,9.01,10.19,7.92,2.27,4.09,95.38,2.88
2019,3,19,100.62,3.27,5.43,1.02,4.41,5.05,7.96,1.45,6.51,4.03,96.38,2.61
2019,3,20,101.44,5.94,9.12,3.91,5.2,7.6,11.83,4.97,6.86,3.54,92.38,2.34
2019,3,21,101.3,5.41,7.08,4.28,2.8,7.28,8.7,5.69,3.02,3.91,95.62,3.72
2019,3,22,102.14,6.56,8.85,2.93,5.92,9.24,11.97,5.09,6.87,3.3,78.75,0.0
2019,3,23,101.38,7.73,10.61,4.1,6.51,10.02,13.39,5.85,7.53,3.85,91.69,0.88
2019,3,24,100.56,7.13,8.38,6.04,2.34,9.71,11.53,8.02,3.51,3.72,83.62,0.01
2019,3,25,100.27,4.54,5.98,3.57,2.41,5.88,7.48,4.5,2.98,3.6,89.0,1.76
2019,3,26,100.77,5.09,6.79,3.28,3.51,6.47,9.24,3.77,5.47,2.75,75.88,0.0
2019,3,27,101.7,3.07,4.36,1.3,3.06,4.18,6.55,1.47,5.08,2.99,81.62,0.07
2019,3,28,101.84,4.68,6.45,3.11,3.33,6.59,9.52,3.59,5.94,3.91,92.31,0.11
2019,3,29,100.85,6.73,7.45,5.8,1.64,8.97,10.22,7.32,2.9,4.46,94.88,0.1
2019,3,30,100.61,4.66,5.54,3.84,1.7,6.61,7.53,5.92,1.61,4.27,92.06,2.4
2019,3,31,100.22,5.62,7.2,3.78,3.43,7.84,9.7,5.91,3.79,3.85,85.38,3.59
2019,4,1,102.03,5.71,6.73,5.12,1.62,7.73,8.69,6.41,2.27,3.36,78.31,0.0
2019,4,2,102.54,5.2,6.49,3.41,3.08,7.36,8.38,5.9,2.48,3.54,81.25,0.0
2019,4,3,102.22,5.12,5.68,4.23,1.45,7.59,9.4,6.24,3.16,3.66,77.12,0.0
2019,4,4,101.81,4.51,6.06,3.02,3.05,6.49,8.63,4.91,3.73,3.97,79.12,0.0
2019,4,5,101.99,3.12,4.54,2.16,2.38,4.91,8.28,2.98,5.31,3.97,80.25,0.0
2019,4,6,102.23,3.67,4.2,2.87,1.33,5.95,7.52,3.71,3.8,3.91,77.12,0.0
2019,4,7,101.05,3.94,4.79,2.34,2.45,6.0,7.58,3.77,3.81,4.39,85.0,1.15
2019,4,8,100.4,2.65,3.84,0.14,3.7,3.33,4.44,0.1,4.34,4.03,91.38,1.97
2019,4,9,100.41,2.42,5.48,0.31,5.17,3.0,6.44,0.41,6.03,4.03,94.44,2.62
2019,4,10,101.41,5.8,7.01,4.91,2.1,6.96,8.33,5.99,2.34,3.11,81.94,0.96
2019,4,11,102.26,3.97,5.52,2.16,3.35,4.98,6.49,2.6,3.89,2.87,78.75,0.16
2019,4,12,102.9,2.19,3.35,1.03,2.31,2.98,5.05,1.66,3.39,2.99,75.38,0.01
2019,4,13,103.23,3.14,4.12,2.04,2.08,4.55,5.26,3.21,2.05,3.36,79.06,0.01
2019,4,14,103.43,2.78,3.63,2.19,1.44,4.18,5.31,3.0,2.31,3.54,78.75,0.01
